gene_symbol,ensembl_id,chr,start,end,strand
Gm6598,ENSMUSG00000107143,5,130249292,130251906,-
Sbds,ENSMUSG00000025337,5,130274572,130284371,-
Tyw1,ENSMUSG00000056310,5,130284460,130370404,+
Caln1,ENSMUSG00000060371,5,130398296,130876253,+
A330070K13Rik,ENSMUSG00000052014,5,130407619,130413471,-
Gm55914,ENSMUSG00002076918,5,130811542,130811645,+
Galnt17,ENSMUSG00000034040,5,130900923,131337335,-
Gm43166,ENSMUSG00000106710,5,131158859,131163549,-
Gm29681,ENSMUSG00000105387,5,131420438,131443556,-
Auts2,ENSMUSG00000029673,5,131466171,132572183,-
Gm56309,ENSMUSG00002076379,5,131606826,131606948,+
2810432F15Rik,ENSMUSG00000104987,5,131644277,131653926,+
4930563F08Rik,ENSMUSG00000105773,5,131909108,131912607,+
Gm42439,ENSMUSG00000106395,5,131983831,131993846,+
Gm28616,ENSMUSG00000100420,5,132573274,132574432,+
Gm42626,ENSMUSG00000105809,5,132574895,132579472,+
Gm36667,ENSMUSG00000105227,5,133563429,133627245,-
Gm15627,ENSMUSG00000087344,5,134127251,134128047,-
Castor2,ENSMUSG00000015944,5,134128550,134173182,+
Rcc1l,ENSMUSG00000061979,5,134176893,134205613,-
Gtf2ird2,ENSMUSG00000015942,5,134212858,134253209,+
Ncf1,ENSMUSG00000015950,5,134248907,134258479,-
Gtf2i,ENSMUSG00000060261,5,134266688,134343614,-
Gm43480,ENSMUSG00000107076,5,134327652,134328067,-
Mir3965,ENSMUSG00000093311,5,134355308,134355376,+
Gtf2ird1,ENSMUSG00000023079,5,134386510,134485570,-
Gm56306,ENSMUSG00002076031,5,134445093,134445206,+
Gm56307,ENSMUSG00002076751,5,134477428,134477526,+
Gm42882,ENSMUSG00000106969,5,134484844,134486884,+
Clip2,ENSMUSG00000063146,5,134518237,134581288,-
Gm42884,ENSMUSG00000107090,5,134580911,134587349,+
Syna,ENSMUSG00000085957,5,134587000,134589025,-
Mir7228,ENSMUSG00000106323,5,134600930,134600968,+
Rfc2,ENSMUSG00000023104,5,134610220,134630659,+
Lat2,ENSMUSG00000040751,5,134628876,134643879,-
Eif4h,ENSMUSG00000040731,5,134648575,134668344,-
Limk1,ENSMUSG00000029674,5,134684893,134717452,-
Gm10369,ENSMUSG00000072573,5,134705344,134710639,+
Eln,ENSMUSG00000029675,5,134731447,134776177,-
Gm30003,ENSMUSG00000107318,5,134775896,134851821,+
Tmem270,ENSMUSG00000040576,5,134930447,134935587,-
Cldn13,ENSMUSG00000008843,5,134943103,134944380,-
4933439J24Rik,ENSMUSG00000107322,5,134948642,134949494,+
Mettl27,ENSMUSG00000040557,5,134961222,134971491,+
Cldn4,ENSMUSG00000047501,5,134973973,134975788,-
Cldn3,ENSMUSG00000070473,5,135015068,135016326,+
Wbscr25,ENSMUSG00000054909,5,135016287,135030204,-
Abhd11,ENSMUSG00000040532,5,135038006,135041029,+
Stx1a,ENSMUSG00000007207,5,135052336,135079954,+
Bud23,ENSMUSG00000005378,5,135081811,135093813,-
Dnajc30,ENSMUSG00000061118,5,135093056,135094716,+
Vps37d,ENSMUSG00000043614,5,135101754,135107120,-
Mlxipl,ENSMUSG00000005373,5,135118744,135167236,+
Gm43500,ENSMUSG00000107296,5,135151264,135152147,-
Tbl2,ENSMUSG00000005374,5,135178511,135194614,+
Bcl7b,ENSMUSG00000029681,5,135197137,135210709,+
Baz1b,ENSMUSG00000002748,5,135216118,135274983,+
Gm56195,ENSMUSG00002075935,5,135236842,135236962,+
Fzd9,ENSMUSG00000049551,5,135277792,135280084,-
Fkbp6,ENSMUSG00000040013,5,135320558,135378898,-
Trim50,ENSMUSG00000053388,5,135382149,135396859,+
Nsun5,ENSMUSG00000000916,5,135398807,135405659,+
Pom121,ENSMUSG00000053293,5,135404995,135423400,-
Mir7033,ENSMUSG00000099212,5,135412584,135412664,-
Hip1,ENSMUSG00000039959,5,135435385,135573974,-
Ccl26,ENSMUSG00000070464,5,135589302,135592423,-
Ccl24,ENSMUSG00000004814,5,135598791,135601903,-
Rhbdd2,ENSMUSG00000039917,5,135661472,135675302,+
Gm43091,ENSMUSG00000105239,5,135682664,135701841,-
Por,ENSMUSG00000005514,5,135698887,135764180,+
Tmem120a,ENSMUSG00000039886,5,135764339,135773302,-
Mir7034,ENSMUSG00000099197,5,135764660,135764743,-
Styxl1,ENSMUSG00000019178,5,135776074,135807239,-
Mdh2,ENSMUSG00000019179,5,135807334,135819252,+
Srrm3,ENSMUSG00000039860,5,135835744,135903626,+
Gm56202,ENSMUSG00002076764,5,135866149,135866226,-
Srrm3os,ENSMUSG00000085026,5,135871911,135873800,-
Gm22450,ENSMUSG00000118770,5,135904511,135904617,+
Hspb1,ENSMUSG00000004951,5,135916773,135918417,+
Ywhag,ENSMUSG00000051391,5,135937263,135963470,-
Ssc4d,ENSMUSG00000029699,5,135989065,136003385,-
Zp3,ENSMUSG00000004948,5,136008953,136017478,+
Dtx2,ENSMUSG00000004947,5,136023654,136061726,+
Upk3b,ENSMUSG00000042985,5,136067350,136075341,+
Upk3bl,ENSMUSG00000006143,5,136083346,136093180,+
Rasa4,ENSMUSG00000004952,5,136112770,136140714,+
Gm56207,ENSMUSG00002075408,5,136125114,136125285,-
Gm15701,ENSMUSG00000086656,5,136131458,136133290,-
Mir7035,ENSMUSG00000099003,5,136134376,136134457,+
Polr2j,ENSMUSG00000039771,5,136145485,136151801,+
Gm43604,ENSMUSG00000105349,5,136149820,136150524,-
Lrwd1,ENSMUSG00000029703,5,136151626,136164928,-
Alkbh4,ENSMUSG00000039754,5,136165000,136170469,+
Orai2,ENSMUSG00000039747,5,136176313,136199567,-
Prkrip1,ENSMUSG00000039737,5,136206981,136227817,-
Sh2b2,ENSMUSG00000005057,5,136247001,136275410,-
Cux1,ENSMUSG00000029705,5,136276989,136596344,-
Gm16599,ENSMUSG00000086220,5,136303850,136446748,+
Mir721,ENSMUSG00000106479,5,136404570,136404657,-
Myl10,ENSMUSG00000005474,5,136722000,136729948,+
Col26a1,ENSMUSG00000004415,5,136770613,136912063,-
Gm20485,ENSMUSG00000092402,5,136892491,136898576,-
Ift22,ENSMUSG00000007987,5,136937004,136944258,+
4933404O12Rik,ENSMUSG00000097908,5,136947964,136965968,+
Fis1,ENSMUSG00000019054,5,136982129,136995088,+
Cldn15,ENSMUSG00000001739,5,136995470,137004712,+
Znhit1,ENSMUSG00000059518,5,137011018,137016875,-
Plod3,ENSMUSG00000004846,5,137015873,137025502,+
Mir702,ENSMUSG00000076240,5,137020287,137020395,+
Vgf,ENSMUSG00000037428,5,137055246,137062205,+
Ap1s1,ENSMUSG00000004849,5,137063847,137074989,-
Serpine1,ENSMUSG00000037411,5,137090358,137101122,-
Trim56,ENSMUSG00000043279,5,137134498,137145063,-
Muc3,ENSMUSG00000037390,5,137163770,137202830,-
Gm40348,ENSMUSG00000106466,5,137203203,137209406,+
Gm31160,ENSMUSG00000118522,5,137203645,137213788,-
Muc3a,ENSMUSG00000094840,5,137243270,137246852,-
Gm42456,ENSMUSG00000105736,5,137272355,137286924,-
Ache,ENSMUSG00000023328,5,137285781,137292728,+
Mir8116,ENSMUSG00000099145,5,137292042,137292138,+
Ufsp1,ENSMUSG00000051502,5,137292891,137293927,+
Srrt,ENSMUSG00000037364,5,137293966,137305936,-
Mir7036,ENSMUSG00000098624,5,137294886,137294950,-
Trip6,ENSMUSG00000023348,5,137307916,137312666,-
Slc12a9,ENSMUSG00000037344,5,137312820,137331859,-
Ephb4,ENSMUSG00000029710,5,137348371,137376931,+
Zan,ENSMUSG00000079173,5,137376899,137475326,-
Epo,ENSMUSG00000029711,5,137481282,137531504,-
Pop7,ENSMUSG00000029715,5,137499700,137500780,-
9130604C24Rik,ENSMUSG00000105851,5,137500935,137501890,+
Gm8066,ENSMUSG00000106237,5,137508515,137515763,+
Gigyf1,ENSMUSG00000029714,5,137516810,137526197,+
Gnb2,ENSMUSG00000029713,5,137526389,137531772,-
Mir6418,ENSMUSG00000098597,5,137527742,137527856,-
Gm17112,ENSMUSG00000090873,5,137530685,137538980,+
Actl6b,ENSMUSG00000029712,5,137551779,137567844,+
Tfr2,ENSMUSG00000029716,5,137568102,137585743,+
Mospd3,ENSMUSG00000037221,5,137594907,137599320,-
Pcolce,ENSMUSG00000029718,5,137603365,137612046,-
Fbxo24,ENSMUSG00000089984,5,137610765,137627264,-
Gm36266,ENSMUSG00000106617,5,137611114,137613509,+
Lrch4,ENSMUSG00000093445,5,137627383,137639361,+
Gm20605,ENSMUSG00000029720,5,137627437,137641161,+
Sap25,ENSMUSG00000079165,5,137639596,137641164,+
Irs3,ENSMUSG00000047182,5,137641293,137643976,-
Agfg2,ENSMUSG00000029722,5,137648725,137682988,-
Gm15498,ENSMUSG00000079163,5,137683416,137689013,-
Nyap1,ENSMUSG00000045348,5,137728161,137739869,-
Spacdr,ENSMUSG00000029723,5,137743992,137766712,+
Ppp1r35,ENSMUSG00000029725,5,137777111,137778372,+
Mepce,ENSMUSG00000029726,5,137780168,137785917,-
Zcwpw1,ENSMUSG00000037108,5,137786060,137820883,+
Pilra,ENSMUSG00000046245,5,137820214,137834543,-
Pilrb1,ENSMUSG00000066684,5,137850409,137856368,-
Gm36551,ENSMUSG00000106478,5,137855307,137858580,+
Pilrb2,ENSMUSG00000066682,5,137864089,137870077,-
Gm43495,ENSMUSG00000106155,5,137869016,137869471,+
Cyp3a13,ENSMUSG00000029727,5,137891194,137919881,-
Gjc3,ENSMUSG00000056966,5,137951723,137961360,-
Azgp1,ENSMUSG00000037053,5,137979782,137988495,+
Smok3a,ENSMUSG00000075599,5,138019523,138032926,+
Smok3b,ENSMUSG00000079156,5,138019691,138048898,+
Smok3c,ENSMUSG00000075598,5,138051456,138064799,+
Zkscan1,ENSMUSG00000029729,5,138083346,138106084,+
Zscan21,ENSMUSG00000037017,5,138115165,138132527,+
Zfp113,ENSMUSG00000037007,5,138137964,138154006,-
Cops6,ENSMUSG00000019494,5,138159333,138162908,+
Mcm7,ENSMUSG00000029730,5,138162845,138170684,-
Mir25,ENSMUSG00000065394,5,138163583,138163666,-
Mir93,ENSMUSG00000065527,5,138163785,138163872,-
Mir106b,ENSMUSG00000065514,5,138163999,138164080,-
Ap4m1,ENSMUSG00000019518,5,138170264,138178691,+
Taf6,ENSMUSG00000036980,5,138176879,138185713,-
Cnpy4,ENSMUSG00000036968,5,138185747,138192180,+
Mblac1,ENSMUSG00000049285,5,138192576,138193883,+
Gm43645,ENSMUSG00000106338,5,138205770,138206234,+
Gm22956,ENSMUSG00000084469,5,138217999,138218078,+
Nxpe5,ENSMUSG00000047592,5,138224160,138251625,+
Lamtor4,ENSMUSG00000050552,5,138253744,138257660,+
Trappc14,ENSMUSG00000036948,5,138257918,138262295,-
6330418K02Rik,ENSMUSG00000085227,5,138262305,138264926,+
Gal3st4,ENSMUSG00000075593,5,138263183,138271102,-
Gm43720,ENSMUSG00000106247,5,138263214,138278220,-
Gpc2,ENSMUSG00000029510,5,138271917,138278267,-
Stag3,ENSMUSG00000036928,5,138278502,138310655,+
Pvrig,ENSMUSG00000109713,5,138340223,138341819,+
Gm10874,ENSMUSG00000075591,5,138361981,138386549,+
Gm25525,ENSMUSG00000119207,5,138376853,138376959,+
Zfp157,ENSMUSG00000036898,5,138439730,138458956,+
1700123K08Rik,ENSMUSG00000029526,5,138560102,138562974,-
Zfp68,ENSMUSG00000058291,5,138601914,138618023,-
Gm56234,ENSMUSG00002075951,5,138604961,138605043,+
A430033K04Rik,ENSMUSG00000056014,5,138621121,138650676,+
Fam20c,ENSMUSG00000025854,5,138740269,138795832,+
Foxl3,ENSMUSG00000094504,5,138805835,138807374,+
Pdgfa,ENSMUSG00000025856,5,138961769,138983125,-
6330403L08Rik,ENSMUSG00000075585,5,138980811,138986332,+
Prkar1b,ENSMUSG00000025855,5,139003061,139135756,-
Gm15672,ENSMUSG00000086873,5,139133331,139136448,-
Dnaaf5,ENSMUSG00000025857,5,139135978,139172265,+
Sun1,ENSMUSG00000036817,5,139186392,139235595,+
4930520M14Rik,ENSMUSG00000106127,5,139201224,139202111,-
Get4,ENSMUSG00000025858,5,139238079,139255806,+
Adap1,ENSMUSG00000056413,5,139257631,139311377,-
Cox19,ENSMUSG00000045438,5,139321944,139337173,-
Cyp2w1,ENSMUSG00000029541,5,139338372,139342788,+
3110082I17Rik,ENSMUSG00000053553,5,139345494,139446282,-
Mir339,ENSMUSG00000065593,5,139355405,139355500,-
Gpr146,ENSMUSG00000044197,5,139363452,139382170,+
C130050O18Rik,ENSMUSG00000044092,5,139391035,139401378,+
Gper1,ENSMUSG00000053647,5,139408906,139413555,+
Gm26285,ENSMUSG00000119383,5,139429354,139429460,+
Zfand2a,ENSMUSG00000053581,5,139456966,139470304,-
4930500L23Rik,ENSMUSG00000106056,5,139509504,139527094,+
Uncx,ENSMUSG00000029546,5,139529249,139533934,+
Micall2,ENSMUSG00000036718,5,139692451,139722091,-
Ints1,ENSMUSG00000029547,5,139737037,139761429,-
Mir7037,ENSMUSG00000098574,5,139753634,139753698,-
Mafk,ENSMUSG00000018143,5,139777268,139788408,+
Tmem184a,ENSMUSG00000036687,5,139788240,139805672,-
Gm26938,ENSMUSG00000098140,5,139793733,139812162,-
Psmg3,ENSMUSG00000029551,5,139809347,139812640,-
Gm42423,ENSMUSG00000105335,5,139881564,139888489,+
Elfn1,ENSMUSG00000048988,5,139893698,139960477,+
Mad1l1,ENSMUSG00000029554,5,139994444,140307307,-
Gm16122,ENSMUSG00000085673,5,140059860,140071267,+
Gm16121,ENSMUSG00000087606,5,140086954,140093346,+
Gm16120,ENSMUSG00000087248,5,140193140,140196506,+
Nudt1,ENSMUSG00000036639,5,140307411,140323892,+
Mrm2,ENSMUSG00000029557,5,140313429,140317653,-
Snx8,ENSMUSG00000029560,5,140326054,140375017,-
Eif3b,ENSMUSG00000056076,5,140405083,140429115,+
Mir7038,ENSMUSG00000098319,5,140413094,140413164,+
Kif19b,ENSMUSG00000106350,5,140431400,140480826,+
Chst12,ENSMUSG00000036599,5,140491305,140511479,+
Gm42808,ENSMUSG00000105845,5,140531241,140532147,-
Grifin,ENSMUSG00000036586,5,140548874,140550826,-
Gm43703,ENSMUSG00000105699,5,140591544,140592306,-
Lfng,ENSMUSG00000029570,5,140593075,140601300,+
Ttyh3,ENSMUSG00000036565,5,140606333,140634786,-
Iqce,ENSMUSG00000036555,5,140647582,140688133,-
Brat1,ENSMUSG00000000148,5,140690766,140705134,+
Amz1,ENSMUSG00000050022,5,140709882,140747194,+
Gna12,ENSMUSG00000000149,5,140744163,140816186,-
Card11,ENSMUSG00000036526,5,140858745,140986337,-
Gm56254,ENSMUSG00002075916,5,141015683,141015763,+
Gm56255,ENSMUSG00002075564,5,141066186,141066264,+
Sdk1,ENSMUSG00000039683,5,141227245,142201341,+
Gm16035,ENSMUSG00000084934,5,141358934,141366728,-
Gm24131,ENSMUSG00000089164,5,141551898,141552004,-
Gm16036,ENSMUSG00000085540,5,141581740,141601757,-
Foxk1,ENSMUSG00000056493,5,142387252,142447766,+
Ap5z1,ENSMUSG00000039623,5,142449699,142464465,+
Radil,ENSMUSG00000029576,5,142470594,142536853,-
Papolb,ENSMUSG00000074817,5,142511593,142515831,-
Mmd2,ENSMUSG00000039533,5,142548113,142594555,-
Wipi2,ENSMUSG00000029578,5,142613453,142656343,+
Slc29a4,ENSMUSG00000050822,5,142678267,142708245,+
Tnrc18,ENSMUSG00000039477,5,142710416,142803417,-
Fbxl18,ENSMUSG00000066640,5,142852701,142881176,-
D430018E03Rik,ENSMUSG00000097559,5,142859832,142864128,-
Actb,ENSMUSG00000029580,5,142888870,142892509,-
Fscn1,ENSMUSG00000029581,5,142946098,142958940,+
Rnf216,ENSMUSG00000045078,5,142976648,143098749,-
Gm43378,ENSMUSG00000106543,5,143035217,143035798,-
Or10ah1-ps1,ENSMUSG00000090981,5,143119769,143133336,-
Gm56325,ENSMUSG00002074861,5,143142932,143143057,+
Rbakdn,ENSMUSG00000104529,5,143150534,143151506,-
Rbak,ENSMUSG00000061898,5,143157941,143166530,-
Spdye4b,ENSMUSG00000029586,5,143166772,143190830,+
Spdye4a,ENSMUSG00000039296,5,143202071,143212645,-
4930448H16Rik,ENSMUSG00000089879,5,143213473,143220503,+
Zfp12,ENSMUSG00000029587,5,143220918,143234589,+
Zfp316,ENSMUSG00000046658,5,143235452,143255777,-
BC030343,ENSMUSG00000105345,5,143255799,143258271,+
Zfp853,ENSMUSG00000093910,5,143272793,143279378,-
Ints15,ENSMUSG00000039244,5,143286950,143301115,-
Zdhhc4,ENSMUSG00000001844,5,143302244,143315011,-
0610040B10Rik,ENSMUSG00000089889,5,143315002,143318459,+
Gm43397,ENSMUSG00000104875,5,143320390,143321180,+
Grid2ip,ENSMUSG00000010825,5,143343093,143377907,+
Gm20635,ENSMUSG00000093720,5,143376485,143389503,-
9530056K15Rik,ENSMUSG00000045345,5,143379444,143385318,-
Kdelr2,ENSMUSG00000079111,5,143389593,143407656,+
Daglb,ENSMUSG00000039206,5,143450339,143491697,+
Rac1,ENSMUSG00000001847,5,143489389,143513791,-
Fam220a,ENSMUSG00000118332,5,143534461,143550286,+
Fam220a,ENSMUSG00000083012,5,143534463,143550286,+
Cyth3,ENSMUSG00000018001,5,143608202,143696005,+
Usp42,ENSMUSG00000051306,5,143696080,143718035,-
D130017N08Rik,ENSMUSG00000097287,5,143744093,143754330,+
Eif2ak1,ENSMUSG00000029613,5,143803543,143841069,+
Ankrd61,ENSMUSG00000029607,5,143827559,143834503,-
Aimp2,ENSMUSG00000029610,5,143839522,143846665,-
Pms2,ENSMUSG00000079109,5,143846782,143870786,+
Gm17135,ENSMUSG00000091351,5,143859395,143917809,-
Gm42421,ENSMUSG00000104633,5,143864993,143874127,+
Rsph10b,ENSMUSG00000075569,5,143869853,143922537,+
Ccz1,ENSMUSG00000029617,5,143924727,143951695,-
Gm24311,ENSMUSG00000119602,5,143950816,143950919,+
Ocm,ENSMUSG00000029618,5,143956622,143963488,-
Lmtk2,ENSMUSG00000038970,5,144037254,144125022,+
Bhlha15,ENSMUSG00000052271,5,144127104,144131259,+
Tecpr1,ENSMUSG00000066621,5,144131260,144160433,-
2900089D17Rik,ENSMUSG00000087484,5,144178500,144192996,-
Bri3,ENSMUSG00000047843,5,144181247,144383567,+
Baiap2l1,ENSMUSG00000038859,5,144201336,144294922,-
Gm15708,ENSMUSG00000086894,5,144213871,144217323,+
Dmrt1i,ENSMUSG00000104600,5,144294733,144297858,+
Nptx2,ENSMUSG00000059991,5,144482712,144494288,+
Tmem130,ENSMUSG00000043388,5,144672725,144698628,-
Trrap,ENSMUSG00000045482,5,144704542,144796588,+
Gm23995,ENSMUSG00000088685,5,144711235,144711363,+
Smurf1,ENSMUSG00000038780,5,144813305,144902657,-
Mir7039,ENSMUSG00000098822,5,144833542,144833626,-
Kpna7,ENSMUSG00000038770,5,144920329,145020840,-
Gm4871,ENSMUSG00000061707,5,144966410,144969564,-
Gm43562,ENSMUSG00000106393,5,144969646,144970269,+
1700018F24Rik,ENSMUSG00000029620,5,144979800,144982491,+
Arpc1a,ENSMUSG00000029621,5,145020640,145045571,+
Arpc1b,ENSMUSG00000029622,5,145051025,145067515,+
Pdap1,ENSMUSG00000029623,5,145065579,145077048,-
Bud31,ENSMUSG00000038722,5,145077172,145084888,+
Ptcd1,ENSMUSG00000029624,5,145084324,145103918,-
Cpsf4,ENSMUSG00000029625,5,145104023,145118851,+
Atp5j2,ENSMUSG00000038690,5,145120508,145128872,-
Zkscan14,ENSMUSG00000029627,5,145131756,145138678,-
Zkscan5,ENSMUSG00000055991,5,145141372,145158560,+
Zfp655,ENSMUSG00000007812,5,145168525,145184112,+
Zscan25,ENSMUSG00000070420,5,145217310,145228088,+
Cyp3a57,ENSMUSG00000070419,5,145282089,145327736,+
Cyp3a16,ENSMUSG00000038656,5,145373119,145406533,-
Cyp3a41b,ENSMUSG00000075552,5,145495474,145521540,-
Cyp3a41a,ENSMUSG00000075551,5,145630859,145656946,-
Cyp3a44,ENSMUSG00000054417,5,145710793,145742684,-
Cyp3a11,ENSMUSG00000056035,5,145791236,145816774,-
Cyp3a25,ENSMUSG00000029630,5,145914004,145946428,-
Cyp3a59,ENSMUSG00000061292,5,146016067,146050097,+
Gm5565,ENSMUSG00000104752,5,146094612,146097349,-
Gm6309,ENSMUSG00000096798,5,146104786,146107531,-
1700001J03Rik,ENSMUSG00000095040,5,146119251,146122114,-
B230303O12Rik,ENSMUSG00000106547,5,146125430,146131619,-
Gm43625,ENSMUSG00000105636,5,146140061,146141599,-
Rnf6,ENSMUSG00000029634,5,146146002,146158365,-
Cdk8,ENSMUSG00000029635,5,146168040,146239684,+
Wasf3,ENSMUSG00000029636,5,146321795,146410425,+
Gm6408,ENSMUSG00000096344,5,146418775,146421514,+
Gm6370,ENSMUSG00000096527,5,146428173,146430942,+
4930449I24Rik,ENSMUSG00000079093,5,146439209,146441993,+
Gm3402,ENSMUSG00000041505,5,146450933,146453712,+
Gm3404,ENSMUSG00000079091,5,146462611,146465363,+
Gm3409,ENSMUSG00000096664,5,146474457,146477237,+
Gm3415,ENSMUSG00000095557,5,146492946,146495725,+
Gpr12,ENSMUSG00000041468,5,146519208,146522049,-
Gm34333,ENSMUSG00000105907,5,146523455,146536912,-
4930573C15Rik,ENSMUSG00000106020,5,146643432,146644306,+
Usp12,ENSMUSG00000029640,5,146671619,146731816,-
1700041I07Rik,ENSMUSG00000104845,5,146732728,146743243,+
Rpl21,ENSMUSG00000041453,5,146769700,146773842,+
Gm25091,ENSMUSG00000077185,5,146771644,146771714,+
Gm23202,ENSMUSG00000077564,5,146771954,146772082,+
Rasl11a,ENSMUSG00000029641,5,146781881,146784537,+
Gtf3a,ENSMUSG00000016503,5,146885467,146892424,+
Mtif3,ENSMUSG00000016510,5,146888383,146900610,-
Lnx2,ENSMUSG00000016520,5,146953465,147013396,-
Polr1d,ENSMUSG00000029642,5,147013860,147048407,+
Gsx1,ENSMUSG00000053129,5,147125506,147127757,+
Gm24556,ENSMUSG00000077735,5,147136934,147137063,-
Plut,ENSMUSG00000092570,5,147165406,147208331,-
Pdx1,ENSMUSG00000029644,5,147206769,147212658,+
Gm27033,ENSMUSG00000098053,5,147217530,147218073,+
Mir7k,ENSMUSG00000098687,5,147219999,147220108,-
Cdx2,ENSMUSG00000029646,5,147237615,147244080,-
Urad,ENSMUSG00000075543,5,147251794,147259250,-
Flt3,ENSMUSG00000042817,5,147267551,147337299,-
Gm26597,ENSMUSG00000097228,5,147336364,147338727,+
D5Ertd605e,ENSMUSG00000106820,5,147355411,147359860,+
Pan3,ENSMUSG00000029647,5,147366971,147485312,+
Flt1,ENSMUSG00000029648,5,147498414,147662821,-
Gm43156,ENSMUSG00000106845,5,147682326,147685986,+
Pomp,ENSMUSG00000029649,5,147797271,147813266,+
Slc46a3,ENSMUSG00000029650,5,147815247,147831625,-
Gm15721,ENSMUSG00000085565,5,147886692,147893976,-
Mtus2,ENSMUSG00000029651,5,147894130,148252875,+
Slc7a1,ENSMUSG00000041313,5,148264220,148336714,-
Ubl3,ENSMUSG00000001687,5,148441445,148489599,-
Gm36186,ENSMUSG00000106733,5,148648276,148655207,+
2210417A02Rik,ENSMUSG00000086494,5,148678642,148679953,+
Gm55468,ENSMUSG00002076670,5,148690133,148690250,-
4930505K14Rik,ENSMUSG00000085740,5,148714773,148719890,+
Gm15407,ENSMUSG00000087647,5,148757577,148774608,+
Katnal1,ENSMUSG00000041298,5,148808394,148931957,-
Gm15410,ENSMUSG00000085639,5,148883402,148885676,-
Gm15406,ENSMUSG00000085237,5,148885707,148933376,-
8430423G03Rik,ENSMUSG00000079069,5,148887060,148888468,+
1810059H22Rik,ENSMUSG00000108207,5,148890558,148906932,-
Gm15409,ENSMUSG00000087272,5,148896088,148898522,+
Gm42791,ENSMUSG00000106892,5,148917248,148917903,-
5930430L01Rik,ENSMUSG00000106951,5,148926866,148932033,-
Gm15411,ENSMUSG00000085971,5,148932461,148952678,-
Gm15408,ENSMUSG00000086610,5,148943737,148950256,+
Hmgb1,ENSMUSG00000066551,5,148983512,149121299,-
Mm2pr,ENSMUSG00000097191,5,149056375,149121041,-
Gm42787,ENSMUSG00000107133,5,149065394,149066767,+
Gm42788,ENSMUSG00000107388,5,149081073,149090350,+
Gm55482,ENSMUSG00002075766,5,149082534,149082631,+
Gm43332,ENSMUSG00000107313,5,149119993,149121036,+
Uspl1,ENSMUSG00000041264,5,149121160,149152244,+
2310047D07Rik,ENSMUSG00000100783,5,149168142,149174794,+
Gm29264,ENSMUSG00000100465,5,149171626,149184492,-
Gm55532,ENSMUSG00002074933,5,149184760,149184837,-
Alox5ap,ENSMUSG00000060063,5,149201577,149224963,+
Gm55542,ENSMUSG00002075237,5,149217928,149218033,-
Gm19719,ENSMUSG00000107317,5,149219562,149224678,-
BC028471,ENSMUSG00000107271,5,149291101,149317061,+
Gm20488,ENSMUSG00000107314,5,149291941,149354147,+
Medag,ENSMUSG00000029659,5,149335214,149355188,+
Gm43151,ENSMUSG00000106750,5,149346828,149348564,-
Gm43150,ENSMUSG00000106777,5,149349118,149352427,-
Tex26,ENSMUSG00000029660,5,149363125,149394444,+
4933425D22Rik,ENSMUSG00000107164,5,149365326,149367046,+
Gm15997,ENSMUSG00000107132,5,149412521,149461495,-
Wdr95,ENSMUSG00000029658,5,149452144,149535359,+
Hsph1,ENSMUSG00000029657,5,149537752,149559841,-
Gm20005,ENSMUSG00000106674,5,149565046,149572330,+
B3glct,ENSMUSG00000051950,5,149601695,149686064,+
Gm21221,ENSMUSG00000106740,5,149725455,149735216,-
4930500F04Rik,ENSMUSG00000107214,5,149771212,149787745,+
Gm43450,ENSMUSG00000107279,5,149792213,149794874,-
Gm43452,ENSMUSG00000107093,5,149818594,149819584,-
Gm36241,ENSMUSG00000107112,5,149826662,149834579,+
Rxfp2,ENSMUSG00000053368,5,149942140,150005649,+
Gm42558,ENSMUSG00000107360,5,149945944,149946208,+
Gm42557,ENSMUSG00000107384,5,149990723,150006260,-
Fry,ENSMUSG00000056602,5,150042110,150421218,+
Gm42556,ENSMUSG00000106719,5,150207460,150222906,-
Gm5,ENSMUSG00000106738,5,150423212,150425769,-
Zar1l,ENSMUSG00000056586,5,150430520,150441629,-
Brca2,ENSMUSG00000041147,5,150446095,150493794,+
Gm25284,ENSMUSG00000118914,5,150470778,150470918,-
Gm23641,ENSMUSG00000088482,5,150475172,150475272,-
Gm42529,ENSMUSG00000106764,5,150483674,150489891,-
Gm42531,ENSMUSG00000107178,5,150485776,150489823,+
Gm43690,ENSMUSG00000106980,5,150494298,150494563,-
N4bp2l1,ENSMUSG00000041132,5,150495109,150520653,-
Gm43598,ENSMUSG00000106927,5,150520527,150523005,-
Gm43597,ENSMUSG00000107096,5,150523397,150530468,-
N4bp2l2,ENSMUSG00000029655,5,150531472,150589648,-
Pds5b,ENSMUSG00000034021,5,150597204,150734155,+
Gm24630,ENSMUSG00000084717,5,150631509,150631614,+
Gm26013,ENSMUSG00000077592,5,150634311,150634429,-
Gm43807,ENSMUSG00000107048,5,150675558,150677338,+
Gm36447,ENSMUSG00000106692,5,150746324,150790066,+
Gm43298,ENSMUSG00000107047,5,150787428,150806107,-
Kl,ENSMUSG00000058488,5,150876072,150917282,+
Stard13,ENSMUSG00000016128,5,150960975,151157301,-
Gm42906,ENSMUSG00000107011,5,150987011,151351628,-
5430435K18Rik,ENSMUSG00000107387,5,151175770,151182729,+
D730045B01Rik,ENSMUSG00000054622,5,151291183,151351675,-
1700028E10Rik,ENSMUSG00000097321,5,151292140,151355583,+
Vmn2r18,ENSMUSG00000091794,5,151484655,151529486,-
