gene_symbol,ensembl_id,chr,start,end,strand
TMEM185B,ENSG00000226479,2,120217479,120223400,-
RALB,ENSG00000144118,2,120240050,120305300,+
INHBB,ENSG00000163083,2,120346136,120351803,+
LINC01101,ENSG00000280409,2,120464322,120466528,-
GLI2,ENSG00000074047,2,120735623,120992653,+
TFCP2L1,ENSG00000115112,2,121216587,121285202,-
CLASP1,ENSG00000074054,2,121337776,121649599,-
CLASP1-AS1,ENSG00000265451,2,121530422,121533666,+
RNU4ATAC,ENSG00000264229,2,121530880,121531009,+
NIFK-AS1,ENSG00000236859,2,121649320,121728567,+
NIFK,ENSG00000155438,2,121726945,121736912,-
TSN,ENSG00000211460,2,121737103,121767853,+
LINC01823,ENSG00000224655,2,121779133,121809962,+
LINC01826,ENSG00000232740,2,123066151,123073481,-
CNTNAP5-DT,ENSG00000228400,2,124011984,124025175,-
CNTNAP5,ENSG00000155052,2,124025287,124921219,+
RNU6-259P,ENSG00000206726,2,124989219,124989325,+
LINC01941,ENSG00000226813,2,126109761,126118023,-
GYPC,ENSG00000136732,2,126655938,126696667,+
RNU6-675P,ENSG00000206963,2,126702839,126702942,-
TEX51,ENSG00000237524,2,126898864,126902097,+
RNU7-182P,ENSG00000238788,2,127017421,127017482,+
BIN1,ENSG00000136717,2,127048017,127107556,-
CYP27C1,ENSG00000186684,2,127183832,127220385,-
ERCC3,ENSG00000163161,2,127257285,127294188,-
MAP3K2,ENSG00000169967,2,127298668,127388465,-
RNU6-1147P,ENSG00000200250,2,127316873,127316979,+
MAP3K2-DT,ENSG00000236682,2,127387137,127406559,+
PROC,ENSG00000115718,2,127415933,127429762,+
MIR4783,ENSG00000264075,2,127423537,127423618,-
IWS1,ENSG00000163166,2,127436207,127526886,-
RNU4-48P,ENSG00000202429,2,127472234,127472415,+
MYO7B,ENSG00000169994,2,127535683,127637729,+
MYO7B-AS1,ENSG00000272789,2,127625997,127626848,-
LIMS2,ENSG00000072163,2,127638381,127681786,-
GPR17,ENSG00000144230,2,127645864,127656181,+
WDR33,ENSG00000136709,2,127701027,127811187,-
SFT2D3,ENSG00000173349,2,127701497,127705242,+
POLR2D,ENSG00000144231,2,127843553,127858155,-
RNU6-395P,ENSG00000202532,2,127845236,127845341,+
AMMECR1L,ENSG00000144233,2,127861630,127885967,-
SAP130,ENSG00000136715,2,127941217,128028124,-
UGGT1,ENSG00000136731,2,128091151,128195677,+
HS6ST1,ENSG00000136720,2,128236716,128318868,-
LINC01854,ENSG00000204460,2,129242173,129273848,-
LINC02572,ENSG00000229536,2,129742968,129877664,-
LINC01856,ENSG00000237574,2,129923096,129953743,+
RAB6C,ENSG00000222014,2,129979666,129982738,+
POTEF,ENSG00000196604,2,130073535,130129222,-
POTEF-AS1,ENSG00000224087,2,130107684,130109741,+
RNU6-1049P,ENSG00000252223,2,130109204,130109310,-
MED15P9,ENSG00000290707,2,130129565,130139420,+
CCDC74B,ENSG00000152076,2,130139287,130145134,-
SMPD4,ENSG00000136699,2,130151392,130183901,-
MZT2B,ENSG00000152082,2,130181737,130190729,+
TUBA3E,ENSG00000152086,2,130191745,130198439,-
VMA22,ENSG00000136710,2,130337922,130342699,-
IMP4,ENSG00000136718,2,130342403,130347967,+
PTPN18,ENSG00000072135,2,130356027,130375405,+
POTEI,ENSG00000196834,2,130459455,130509707,-
RNU6-473P,ENSG00000251973,2,130497743,130497849,-
CFC1B,ENSG00000152093,2,130521197,130528604,+
PRSS40A,ENSG00000290614,2,130570829,130584161,+
CFC1,ENSG00000136698,2,130592165,130599575,-
POTEJ,ENSG00000222038,2,130611440,130658037,+
RNU6-848P,ENSG00000251757,2,130622838,130622944,+
CYP4F30P,ENSG00000282944,2,130680050,130691691,+
GPR148,ENSG00000173302,2,130729070,130730336,+
AMER3,ENSG00000178171,2,130755540,130768134,+
ARHGEF4-AS1,ENSG00000233221,2,130830978,130836994,-
ARHGEF4,ENSG00000136002,2,130836914,131047263,+
SMIM39,ENSG00000284479,2,131034928,131047253,+
FAM168B,ENSG00000152102,2,131047876,131093487,-
PLEKHB2,ENSG00000115762,2,131104847,131353709,+
POTEE,ENSG00000188219,2,131209536,131265278,+
RNU6-127P,ENSG00000212199,2,131229607,131229713,+
RAB6D,ENSG00000233087,2,131360492,131364168,-
LINC01120,ENSG00000223631,2,131395178,131414376,+
MZT2A,ENSG00000173272,2,131464900,131492743,-
TUBA3D,ENSG00000075886,2,131476119,131482934,+
MIR4784,ENSG00000284149,2,131491160,131491236,-
SMPD4BP,ENSG00000293311,2,131492813,131521576,+
CCDC74A,ENSG00000163040,2,131527675,131533666,+
RNU6-617P,ENSG00000251956,2,131602790,131602896,+
LINC01087,ENSG00000224559,2,131637025,131649615,+
LINC03124,ENSG00000287151,2,131647982,131774655,+
CDRT15P3,ENSG00000290618,2,131794961,131801716,-
LINC01945,ENSG00000236485,2,131983419,132038761,-
ANKRD30BL,ENSG00000163046,2,132147591,132257969,-
RNU6-1132P,ENSG00000239108,2,132152243,132152349,-
MIR663B,ENSG00000221288,2,132256966,132257080,-
RNU6-175P,ENSG00000252705,2,132406752,132406858,-
GPR39,ENSG00000183840,2,132416805,132646582,+
LYPD1,ENSG00000150551,2,132643286,132671579,-
NCKAP5,ENSG00000176771,2,132671788,133568463,-
NCKAP5-AS1,ENSG00000233729,2,132915557,132931494,+
NCKAP5-AS2,ENSG00000226953,2,133264968,133285490,+
RNU6-579P,ENSG00000252688,2,133333829,133333930,+
NCKAP5-IT1,ENSG00000232474,2,133431666,133433897,-
MGAT5,ENSG00000152127,2,134119933,134454621,+
MIR3679,ENSG00000263813,2,134127125,134127192,+
TMEM163,ENSG00000152128,2,134455759,134719100,-
CCNT2-AS1,ENSG00000224043,2,134726784,134918739,-
ACMSD,ENSG00000153086,2,134838312,134902906,+
MIR5590,ENSG00000263783,2,134857820,134857873,+
CCNT2,ENSG00000082258,2,134918235,134959342,+
MAP3K19,ENSG00000176601,2,134964485,135047468,-
RAB3GAP1,ENSG00000115839,2,135052283,135176667,+
SNORA40B,ENSG00000208308,2,135136628,135136755,+
ZRANB3,ENSG00000121988,2,135136916,135531228,-
R3HDM1,ENSG00000048991,2,135531448,135725314,+
RNU6-512P,ENSG00000201308,2,135656477,135656579,-
MIR128-1,ENSG00000207654,2,135665397,135665478,+
UBXN4,ENSG00000144224,2,135741631,135785063,+
LCT,ENSG00000115850,2,135787850,135837184,-
LCT-AS1,ENSG00000226806,2,135820191,135829548,+
MCM6,ENSG00000076003,2,135839626,135876479,-
DARS1,ENSG00000115866,2,135905881,135986100,-
DARS1-AS1,ENSG00000231890,2,135985122,136078527,+
CXCR4,ENSG00000121966,2,136114349,136119177,-
THSD7B,ENSG00000144229,2,136765545,137677718,+
HNMT,ENSG00000150540,2,137964020,138016364,+
SPOPL-DT,ENSG00000228043,2,138071821,138501711,-
LINC01832,ENSG00000224231,2,138101878,138107178,+
SPOPL,ENSG00000144228,2,138501770,138574458,+
LINC02631,ENSG00000237772,2,138573852,138617465,+
NXPH2,ENSG00000144227,2,138669157,138780390,-
LINC01853,ENSG00000224028,2,140079577,140131780,-
LRP1B,ENSG00000168702,2,140231423,142131016,-
MIR7157,ENSG00000283506,2,140586626,140586685,-
RNU6-904P,ENSG00000252015,2,141167257,141167357,-
KYNU,ENSG00000115919,2,142877613,143055833,+
ARHGAP15,ENSG00000075884,2,143091362,143768352,+
ARHGAP15-AS1,ENSG00000231758,2,143629133,143807819,-
GTDC1-AS1,ENSG00000232377,2,143937073,143964156,+
GTDC1,ENSG00000121964,2,143938068,144333107,-
ZEB2,ENSG00000169554,2,144364364,144521057,-
ZEB2-AS1,ENSG00000238057,2,144517978,144521477,+
LINC01412,ENSG00000232606,2,144521786,144629402,+
LINC02993,ENSG00000287115,2,144523520,144524761,-
TEX41,ENSG00000226674,2,144666312,145262988,+
LINC01966,ENSG00000268580,2,144877734,144882033,-
RNU7-2P,ENSG00000251905,2,146145156,146145217,+
LINC01911,ENSG00000231040,2,146682289,146901938,+
RNU6-692P,ENSG00000207225,2,147408342,147408448,+
RNU6-715P,ENSG00000202074,2,147495438,147495540,-
ACVR2A,ENSG00000121989,2,147844378,147930826,+
RNU6-1275P,ENSG00000212389,2,147877422,147877528,+
ORC4,ENSG00000115947,2,147930396,148021784,-
MBD5,ENSG00000204406,2,148021011,148516971,+
EPC2,ENSG00000135999,2,148644440,148788609,+
RNU2-9P,ENSG00000222126,2,148825691,148825835,-
KIF5C-AS1,ENSG00000231079,2,148866470,148888823,-
KIF5C,ENSG00000168280,2,148875227,149026759,+
LYPD6B,ENSG00000150556,2,149037975,149215262,+
LYPD6,ENSG00000187123,2,149329985,149474139,+
MMADHC,ENSG00000168288,2,149569634,149587812,-
MMADHC-DT,ENSG00000231969,2,149587196,150047447,+
RNU6-601P,ENSG00000207270,2,149610668,149610774,-
LINC01931,ENSG00000162947,2,149745635,149871321,-
LINC01818,ENSG00000230645,2,150169474,150356460,+
LINC01817,ENSG00000231420,2,150233613,150257007,-
RND3,ENSG00000115963,2,150468195,150539011,-
LINC01920,ENSG00000236049,2,150552532,150572221,-
LINC02612,ENSG00000224048,2,150612381,150635818,+
RBM43,ENSG00000184898,2,151247940,151261863,-
NMI,ENSG00000123609,2,151270467,151289908,-
TNFAIP6,ENSG00000123610,2,151357592,151380046,+
MIR4773-2,ENSG00000283569,2,151368334,151368411,-
MIR4773-1,ENSG00000264684,2,151368334,151368411,+
RIF1,ENSG00000080345,2,151409883,151508013,+
NEB,ENSG00000183091,2,151485336,151734487,-
ARL5A,ENSG00000162980,2,151788984,151828531,-
CACNB4,ENSG00000182389,2,151832771,152099167,-
STAM2,ENSG00000115145,2,152116801,152175771,-
FMNL2,ENSG00000157827,2,152335136,152649831,+
PRPF40A,ENSG00000196504,2,152651593,152718048,-
ARL6IP6,ENSG00000177917,2,152717647,152762396,+
LINC01850,ENSG00000227708,2,153311632,153357422,+
RPRM,ENSG00000177519,2,153477338,153478762,-
GALNT13,ENSG00000144278,2,153871398,154456630,+
GALNT13-AS1,ENSG00000224675,2,154435853,154457731,-
KCNJ3,ENSG00000162989,2,154697855,154858354,+
RNU6-1001P,ENSG00000223197,2,155089439,155089538,-
RNU6-546P,ENSG00000206718,2,155330421,155330527,+
LINC01876,ENSG00000226383,2,156010644,156320306,-
NR4A2,ENSG00000153234,2,156324432,156342348,-
GPD2,ENSG00000115159,2,156435290,156613735,+
LINC01958,ENSG00000283436,2,156655220,156695659,+
GALNT5,ENSG00000136542,2,157257578,157318491,+
ERMN,ENSG00000136541,2,157318626,157327713,-
CYTIP,ENSG00000115165,2,157409360,157491093,-
ACVR1C,ENSG00000123612,2,157526767,157628885,-
ACVR1,ENSG00000115170,2,157736249,157876347,-
UPP2,ENSG00000007001,2,157876557,158136154,+
RNU6-436P,ENSG00000251980,2,157912772,157912885,+
RNU6-932P,ENSG00000212410,2,157985789,157985894,-
CCDC148-AS1,ENSG00000227480,2,158166650,158236169,+
CCDC148,ENSG00000153237,2,158171073,158456753,-
PKP4,ENSG00000144283,2,158456900,158682879,+
PKP4-AS1,ENSG00000204380,2,158658337,158776987,-
DAPL1,ENSG00000163331,2,158795317,158862781,+
RNU2-21P,ENSG00000222300,2,158935798,158935985,-
TANC1,ENSG00000115183,2,158968581,159232668,+
RNU6-580P,ENSG00000202029,2,159027036,159027142,-
MIR6888,ENSG00000275141,2,159186835,159186901,+
WDSUB1,ENSG00000196151,2,159234903,159287347,-
BAZ2B,ENSG00000123636,2,159315312,159617282,-
BAZ2B-AS1,ENSG00000224152,2,159615292,159618637,+
MARCHF7,ENSG00000136536,2,159712001,159771027,+
CD302,ENSG00000241399,2,159768628,159798255,-
LY75-CD302,ENSG00000248672,2,159771851,159904710,-
LY75,ENSG00000054219,2,159803355,159904756,-
PLA2R1,ENSG00000153246,2,159932006,160062636,-
ITGB6,ENSG00000115221,2,160099664,160271888,-
LINC02478,ENSG00000285373,2,160257716,160271880,-
RBMS1,ENSG00000153250,2,160272151,160494100,-
MIR4785,ENSG00000283734,2,160407810,160407882,-
TANK-AS1,ENSG00000224467,2,161096231,161160224,-
TANK,ENSG00000136560,2,161136908,161236230,+
PSMD14-DT,ENSG00000235724,2,161222782,161308389,-
LINC01806,ENSG00000227403,2,161244544,161262898,+
PSMD14,ENSG00000115233,2,161308414,161411720,+
TBR1,ENSG00000136535,2,161416297,161425870,+
SLC4A10,ENSG00000144290,2,161424332,161985282,+
DPP4,ENSG00000197635,2,161992244,162074394,-
DPP4-DT,ENSG00000230918,2,162073256,162078036,+
GCG,ENSG00000115263,2,162142882,162152404,-
FAP,ENSG00000078098,2,162170684,162245151,-
IFIH1,ENSG00000115267,2,162267074,162318684,-
GCA,ENSG00000115271,2,162318839,162371595,+
KCNH7,ENSG00000184611,2,162371407,162838767,-
KCNH7-AS1,ENSG00000237750,2,162768936,162797972,+
RNU6-627P,ENSG00000200902,2,163288995,163289096,+
FIGN,ENSG00000182263,2,163593396,163736012,-
GRB14,ENSG00000115290,2,164492417,164622472,-
COBLL1,ENSG00000082438,2,164653624,164843679,-
SNORA70F,ENSG00000206869,2,164687643,164687777,-
SLC38A11,ENSG00000169507,2,164894354,164955525,-
SCN3A,ENSG00000153253,2,165087526,165204050,-
SCN2A,ENSG00000136531,2,165194993,165392310,+
CSRNP3,ENSG00000178662,2,165469647,165689407,+
GALNT3,ENSG00000115339,2,165747588,165846201,-
TTC21B,ENSG00000123607,2,165857475,165953851,-
TTC21B-AS1,ENSG00000224490,2,165933749,165949891,+
SCN1A-AS1,ENSG00000236107,2,165957188,166390771,+
SCN1A,ENSG00000144285,2,165984641,166182806,-
SCN9A,ENSG00000169432,2,166195185,166376001,-
SCN7A,ENSG00000136546,2,166403472,166611482,-
XIRP2,ENSG00000163092,2,166888480,167259753,+
XIRP2-AS1,ENSG00000254552,2,167123904,167140955,-
B3GALT1,ENSG00000172318,2,167293001,167874045,+
RNU7-148P,ENSG00000238357,2,167631480,167631541,-
B3GALT1-AS1,ENSG00000235335,2,167814756,167941183,-
STK39,ENSG00000198648,2,167949900,168247739,-
CERS6,ENSG00000172292,2,168456249,168775134,+
MIR4774,ENSG00000265694,2,168582943,168583018,+
RNU6-766P,ENSG00000199348,2,168606390,168606496,-
CERS6-AS1,ENSG00000227617,2,168771951,168786961,-
NOSTRIN,ENSG00000163072,2,168786539,168866787,+
SPC25,ENSG00000152253,2,168834132,168913371,-
G6PC2,ENSG00000152254,2,168901291,168910000,+
ABCB11,ENSG00000073734,2,168915498,169031324,-
DHRS9,ENSG00000073737,2,169064789,169096168,+
LRP2,ENSG00000081479,2,169127109,169362534,-
BBS5,ENSG00000163093,2,169479480,169506655,+
KLHL41,ENSG00000239474,2,169509687,169526262,+
FASTKD1,ENSG00000138399,2,169528508,169573912,-
PPIG,ENSG00000138398,2,169584342,169641408,+
CFAP210,ENSG00000154479,2,169645425,169694405,-
PHOSPHO2,ENSG00000144362,2,169694440,169704808,+
KLHL23,ENSG00000213160,2,169694488,169776989,+
SSB,ENSG00000138385,2,169791933,169812091,+
METTL5,ENSG00000138382,2,169810081,169824931,-
UBR3,ENSG00000144357,2,169827442,170084131,+
RNU6-1006P,ENSG00000252807,2,170119996,170120098,-
MYO3B,ENSG00000071909,2,170178145,170655171,+
MYO3B-AS1,ENSG00000231898,2,170332085,170408564,-
ERICH2-DT,ENSG00000234350,2,170700343,170818037,-
LINC01124,ENSG00000222033,2,170712451,170714567,-
SP5,ENSG00000204335,2,170715337,170718078,+
ERICH2,ENSG00000204334,2,170766878,170798977,+
GAD1,ENSG00000128683,2,170813213,170861151,+
GORASP2,ENSG00000115806,2,170928464,170967135,+
TLK1,ENSG00000198586,2,170990823,171231314,-
METTL8,ENSG00000123600,2,171315746,171434802,-
DCAF17,ENSG00000115827,2,171434217,171485052,+
CYBRD1,ENSG00000071967,2,171522247,171558129,+
DYNC1I2,ENSG00000077380,2,171687409,171750158,+
SLC25A12,ENSG00000115840,2,171781400,171999859,-
RNU6-182P,ENSG00000252779,2,171856566,171856670,-
HAT1,ENSG00000128708,2,171922429,171986153,+
METAP1D,ENSG00000172878,2,171999943,172082432,+
DLX1,ENSG00000144355,2,172084740,172089677,+
DLX2,ENSG00000115844,2,172099438,172102900,-
DLX2-DT,ENSG00000236651,2,172103006,172328595,+
ITGA6,ENSG00000091409,2,172234216,172506459,+
ITGA6-AS1,ENSG00000232788,2,172464259,172556596,-
PDK1,ENSG00000152256,2,172555373,172608669,+
RAPGEF4-AS1,ENSG00000228016,2,172677132,172736367,-
RAPGEF4,ENSG00000091428,2,172735274,173052893,+
MAP3K20,ENSG00000091436,2,173075322,173268909,+
MAP3K20-AS1,ENSG00000238133,2,173166446,173282036,-
CDCA7,ENSG00000144354,2,173354820,173368997,+
SP3,ENSG00000172845,2,173880850,173965373,-
LINC01960,ENSG00000260868,2,174025280,174027163,+
OLA1,ENSG00000138430,2,174072447,174248608,-
LINC01305,ENSG00000231453,2,174326027,174341598,+
SP9,ENSG00000217236,2,174334954,174338500,+
CIR1,ENSG00000138433,2,174348022,174395712,-
SCRN3,ENSG00000144306,2,174395729,174430077,+
GPR155,ENSG00000163328,2,174431571,174487150,-
GPR155-DT,ENSG00000226853,2,174487295,174488695,+
RNU6-5P,ENSG00000206965,2,174557966,174558072,-
WIPF1,ENSG00000115935,2,174559563,174682916,-
WIPF1-AS1,ENSG00000237798,2,174575227,174587726,+
CHRNA1,ENSG00000138435,2,174747592,174787935,-
CHN1,ENSG00000128656,2,174798809,175005381,-
RNU6-763P,ENSG00000212167,2,175022214,175022319,+
RNU6-1290P,ENSG00000199827,2,175029769,175029877,+
ATF2,ENSG00000115966,2,175072250,175168382,-
MIR933,ENSG00000215973,2,175167633,175167709,-
ATP5MC3,ENSG00000154518,2,175176258,175181764,-
LNPK,ENSG00000144320,2,175923882,176002839,-
EVX2,ENSG00000174279,2,176077472,176083962,-
HOXD13,ENSG00000128714,2,176092721,176095944,+
HOXD12,ENSG00000170178,2,176099795,176102489,+
HOXD11,ENSG00000128713,2,176104216,176109754,+
HOXD10,ENSG00000128710,2,176108790,176119937,+
HOXD-AS2,ENSG00000237380,2,176121611,176137098,-
HOXD9,ENSG00000128709,2,176122719,176124937,+
HOXD8,ENSG00000175879,2,176129694,176132695,+
HOXD3,ENSG00000128652,2,176136545,176174227,+
MIR10B,ENSG00000207744,2,176150303,176150412,+
HOXD4,ENSG00000170166,2,176151550,176153226,+
HAGLR,ENSG00000224189,2,176164051,176189421,-
HAGLROS,ENSG00000226363,2,176177717,176179018,+
HOXD1,ENSG00000128645,2,176188667,176190907,+
MIR7704,ENSG00000283880,2,176188843,176188901,+
MTX2,ENSG00000128654,2,176269395,176338025,+
LINC01117,ENSG00000224577,2,176429159,176878787,+
NRAL,ENSG00000229434,2,176506245,176507702,-
MIR1246,ENSG00000283203,2,176600980,176601052,-
LINC01116,ENSG00000163364,2,176611437,176637931,-
RNU6ATAC14P,ENSG00000252027,2,176664676,176664766,+
RNU6-187P,ENSG00000206866,2,176929985,176930090,-
HNRNPA3,ENSG00000170144,2,177212587,177226106,+
MIR4444-1,ENSG00000284252,2,177212726,177212799,+
NFE2L2,ENSG00000116044,2,177218667,177392756,-
MIR3128,ENSG00000265396,2,177255945,177256010,-
MIR6512,ENSG00000278418,2,177313806,177313882,-
AGPS,ENSG00000018510,2,177392576,177567024,+
IFT70B,ENSG00000196659,2,177548998,177552796,-
IFT70A-AS1,ENSG00000237655,2,177603089,177618572,+
IFT70A,ENSG00000197557,2,177612999,177618742,-
PDE11A,ENSG00000128655,2,177623244,178108339,-
PDE11A-AS1,ENSG00000229941,2,177652132,177723289,+
RNU6-629P,ENSG00000206788,2,178038902,178039004,+
RBM45,ENSG00000155636,2,178112385,178139011,+
RNU5E-9P,ENSG00000223096,2,178142548,178142651,+
OSBPL6,ENSG00000079156,2,178193711,178402893,+
CHROMR,ENSG00000223960,2,178413476,178442854,+
PRKRA,ENSG00000180228,2,178431292,178451512,-
PJVK,ENSG00000204311,2,178451346,178462102,+
FKBP7,ENSG00000079150,2,178463664,178478600,-
PLEKHA3,ENSG00000116095,2,178480457,178516463,+
TTN-AS1,ENSG00000237298,2,178521183,178779963,+
TTN,ENSG00000155657,2,178525989,178830802,-
CCDC141,ENSG00000163492,2,178829757,179051697,-
RNU7-104P,ENSG00000238542,2,178831371,178831449,-
SESTD1,ENSG00000187231,2,179101678,179264832,-
ZNF385B,ENSG00000144331,2,179441982,179861612,-
MIR1258,ENSG00000221240,2,179860836,179860908,-
CWC22,ENSG00000163510,2,179944872,180007297,-
SCHLAP1,ENSG00000281131,2,180692009,180916939,+
UBE2E3,ENSG00000170035,2,180967248,181076585,+
UBE2E3-DT,ENSG00000236153,2,180979345,180980268,-
LINC01934,ENSG00000234663,2,181086076,181409321,+
MIR4437,ENSG00000266705,2,181305593,181305652,-
ITGA4,ENSG00000115232,2,181457202,181538940,+
CERKL,ENSG00000188452,2,181535041,181680665,-
NEUROD1,ENSG00000162992,2,181668295,181680827,-
RNU6ATAC19P,ENSG00000221023,2,181738606,181738715,+
ITPRID2-DT,ENSG00000260742,2,181887851,181891663,-
ITPRID2,ENSG00000138434,2,181891730,181930738,+
PPP1R1C,ENSG00000150722,2,181954241,182131398,+
PDE1A,ENSG00000115252,2,182139968,182523359,-
DNAJC10,ENSG00000077232,2,182715607,182794464,+
FRZB,ENSG00000162998,2,182833275,182866638,-
RNU6-1122P,ENSG00000207178,2,182873841,182873947,+
NCKAP1,ENSG00000061676,2,182909115,183038858,-
DUSP19,ENSG00000162999,2,183078559,183100008,+
NUP35,ENSG00000163002,2,183117513,183163114,+
MIR548AE1,ENSG00000266808,2,184378975,184379044,+
ZNF804A,ENSG00000170396,2,184598529,184939492,+
FSIP2-AS1,ENSG00000231646,2,185653303,185864985,-
FSIP2,ENSG00000188738,2,185738804,185833290,+
LINC01473,ENSG00000237877,2,186032041,186486584,-
ZC3H15,ENSG00000065548,2,186486222,186511929,+
ITGAV,ENSG00000138448,2,186590010,186680901,+
FAM171B,ENSG00000144369,2,186694019,186765959,+
ZSWIM2,ENSG00000163012,2,186827475,186849208,-
CALCRL-AS1,ENSG00000224063,2,187003220,187556288,+
RNU6-989P,ENSG00000199626,2,187270698,187270804,-
CALCRL,ENSG00000064989,2,187341946,187448506,-
TFPI,ENSG00000003436,2,187463823,187565846,-
LINC01090,ENSG00000231689,2,187711775,188384400,-
GULP1,ENSG00000144366,2,188291105,188595943,+
MIR561,ENSG00000207951,2,188297492,188297588,+
DIRC1,ENSG00000174325,2,188734155,188790104,-
COL3A1,ENSG00000168542,2,188974371,189012746,+
MIR1245A,ENSG00000221502,2,188978092,188978161,+
MIR1245B,ENSG00000283238,2,188978093,188978161,-
MIR3606,ENSG00000284180,2,188995630,188995692,+
COL5A2,ENSG00000204262,2,189031898,189225312,-
MIR3129,ENSG00000264725,2,189133036,189133111,-
WDR75,ENSG00000115368,2,189441429,189479063,+
SLC40A1,ENSG00000138449,2,189560538,189583758,-
ASNSD1,ENSG00000138381,2,189661385,189670831,+
ASDURF,ENSG00000286053,2,189661452,189666437,+
ANKAR,ENSG00000151687,2,189674290,189761193,+
OSGEPL1,ENSG00000128694,2,189746415,189763230,-
OSGEPL1-AS1,ENSG00000253559,2,189762704,189765562,+
ORMDL1,ENSG00000128699,2,189766012,189784382,-
PMS1,ENSG00000064933,2,189784085,189878385,+
C2orf88,ENSG00000187699,2,189879609,190203484,+
MSTN,ENSG00000138379,2,190055700,190062729,-
HIBCH,ENSG00000198130,2,190189735,190344193,-
INPP1,ENSG00000151689,2,190340590,190371665,+
MFSD6,ENSG00000151690,2,190408355,190509205,+
NEMP2,ENSG00000189362,2,190504338,190534722,-
NEMP2-DT,ENSG00000233654,2,190534855,190639083,+
NAB1,ENSG00000138386,2,190646746,190692769,+
GLS,ENSG00000115419,2,190880821,190965552,+
STAT1,ENSG00000115415,2,190908460,191020960,-
STAT4-AS1,ENSG00000231858,2,191021526,191032314,+
STAT4,ENSG00000138378,2,191029570,191178435,-
RNU6-959P,ENSG00000207402,2,191121950,191122056,+
MYO1B-AS1,ENSG00000227542,2,191209191,191246251,-
MYO1B,ENSG00000128641,2,191245064,191425820,+
RNU6-1045P,ENSG00000252130,2,191370938,191371044,+
NABP1,ENSG00000173559,2,191678068,191741097,+
CAVIN2,ENSG00000168497,2,191834305,191847211,-
CAVIN2-AS1,ENSG00000233766,2,191844916,192085236,+
TMEFF2,ENSG00000144339,2,191949043,192194985,-
PCGEM1,ENSG00000227418,2,192749803,192776899,+
LINC01821,ENSG00000225539,2,194284734,194576578,+
LINC01790,ENSG00000230173,2,194730595,194761435,+
RNU6-169P,ENSG00000202206,2,195514036,195514142,+
LINC01825,ENSG00000223466,2,195532834,195540287,+
LINC01827,ENSG00000234919,2,195569627,195614064,-
SLC39A10,ENSG00000196950,2,195575977,195737706,+
RNU6-915P,ENSG00000201813,2,195670372,195670474,-
DNAH7,ENSG00000118997,2,195737703,196068837,-
STK17B,ENSG00000081320,2,196133583,196176503,-
HECW2,ENSG00000138411,2,196189099,196593684,-
HECW2-AS1,ENSG00000229056,2,196260006,196264204,+
CCDC150,ENSG00000144395,2,196639554,196763490,+
GTF3C3,ENSG00000119041,2,196761062,196799725,-
C2orf66,ENSG00000187944,2,196804417,196809355,-
PGAP1,ENSG00000197121,2,196833004,196927796,-
ANKRD44,ENSG00000065413,2,196967017,197311173,-
ANKRD44-AS1,ENSG00000231621,2,197197888,197201662,+
ANKRD44-IT1,ENSG00000236977,2,197205406,197309012,-
ANKRD44-DT,ENSG00000225979,2,197311276,197318884,+
SF3B1,ENSG00000115524,2,197388515,197435079,-
RNU6-1029P,ENSG00000206836,2,197447745,197447851,+
COQ10B,ENSG00000115520,2,197453493,197475310,+
HSPD1,ENSG00000144381,2,197486580,197516737,-
HSPE1,ENSG00000115541,2,197500140,197503461,+
HSPE1-MOB4,ENSG00000270757,2,197500413,197550726,+
MOB4,ENSG00000115540,2,197515571,197553699,+
RFTN2,ENSG00000162944,2,197568224,197676051,-
MARS2,ENSG00000247626,2,197705369,197708395,+
BOLL,ENSG00000152430,2,197726879,197786762,-
PLCL1,ENSG00000115896,2,197804593,198572581,+
LINC01923,ENSG00000236653,2,198299276,198375490,-
RNU7-147P,ENSG00000238698,2,199191059,199191120,+
SATB2,ENSG00000119042,2,199269484,199471266,-
SATB2-AS1,ENSG00000225953,2,199457671,199477035,+
LINC01877,ENSG00000238217,2,199608062,199750341,+
FTCDNL1,ENSG00000226124,2,199760544,199851207,-
C2orf69,ENSG00000178074,2,199911293,199955935,+
TYW5,ENSG00000162971,2,199928913,199955736,-
MAIP1,ENSG00000162972,2,199955317,200008540,+
SPATS2L,ENSG00000196141,2,200305881,200482264,+
KCTD18,ENSG00000155729,2,200488956,200519784,-
SGO2,ENSG00000163535,2,200510008,200584096,+
AOX1,ENSG00000138356,2,200585864,200677064,+
AOX3P-AOX2P,ENSG00000284084,2,200695723,200762506,+
LINC01792,ENSG00000237166,2,200711535,200751918,-
BZW1-AS1,ENSG00000230408,2,200767150,200812238,-
RNU1-133P,ENSG00000201737,2,200775584,200775750,+
BZW1,ENSG00000082153,2,200810594,200827338,+
RNU6-31P,ENSG00000207116,2,200830009,200830116,+
CLK1,ENSG00000013441,2,200853009,200864697,-
PPIL3,ENSG00000240344,2,200870907,200889353,-
RNU6-312P,ENSG00000201499,2,200881715,200881821,-
NIF3L1,ENSG00000196290,2,200888992,200905578,+
RNU6-762P,ENSG00000252916,2,200899020,200899121,+
ORC2,ENSG00000115942,2,200908973,200963702,-
HYCC2,ENSG00000155744,2,200973718,201071692,-
NDUFB3,ENSG00000119013,2,201071433,201085754,+
RNU6-1206P,ENSG00000252148,2,201079842,201079944,+
