gene_symbol,ensembl_id,chr,start,end,strand
Gm24553,ENSMUSG00000089278,1,107367777,107367907,-
Gm70772,ENSMUSG00000136117,1,107426438,107454542,-
Serpinb2,ENSMUSG00000062345,1,107439153,107463208,+
Serpinb10,ENSMUSG00000092572,1,107456757,107477001,+
Serpinb8,ENSMUSG00000026315,1,107517736,107538214,+
Gm70194,ENSMUSG00000127943,1,107592515,107595931,+
Gm15389,ENSMUSG00000086161,1,107614672,107621252,+
Gm24267,ENSMUSG00000119815,1,107684332,107684438,-
Gm70544,ENSMUSG00000131916,1,107787787,107790417,+
Gm22438,ENSMUSG00000077237,1,107820704,107820835,+
D830032E09Rik,ENSMUSG00000100457,1,107844955,107985998,+
Gm71330,ENSMUSG00000143597,1,107889895,107906175,-
Gm70680,ENSMUSG00000134657,1,108018400,108029226,+
Gm70655,ENSMUSG00000134315,1,108099272,108174117,+
Gm70690,ENSMUSG00000134875,1,108500100,108548030,+
Gm70415,ENSMUSG00000129908,1,109204211,109206687,-
Gm22159,ENSMUSG00000089037,1,109550738,109550867,-
Cdh7,ENSMUSG00000026312,1,109910161,110067887,+
Gm41930,ENSMUSG00000139016,1,110166203,110168066,+
Cdh19,ENSMUSG00000047216,1,110816056,110905314,-
4921525D07Rik,ENSMUSG00000127436,1,111069956,111077976,-
Gm70537,ENSMUSG00000131718,1,111078067,111106424,+
Gm29088,ENSMUSG00000101253,1,111313420,111374375,-
Gm70694,ENSMUSG00000134912,1,111619172,111624341,+
Dsel,ENSMUSG00000038702,1,111786432,111792648,-
Gm69547,ENSMUSG00000123280,1,111863451,111918818,-
Gm53578,ENSMUSG00000136323,1,112344163,112556400,+
Gm22331,ENSMUSG00000088691,1,112395641,112395776,+
Gm41932,ENSMUSG00000137763,1,113025800,113029736,-
Gm71116,ENSMUSG00000142228,1,113140695,113189891,-
Gm28189,ENSMUSG00000101453,1,113217070,113218095,+
Gm70769,ENSMUSG00000136030,1,113627190,113714900,-
Gm54688,ENSMUSG00002075119,1,113645644,113645777,-
Gm70375,ENSMUSG00000129564,1,113715006,113846146,+
9330185C12Rik,ENSMUSG00000097648,1,113819115,113892380,-
Gm70438,ENSMUSG00000130202,1,113897182,113901270,+
Gm70956,ENSMUSG00000139566,1,114203704,114262511,+
Gm33042,ENSMUSG00000127512,1,114777329,114793999,-
Gm70172,ENSMUSG00000127557,1,114777774,114784750,+
Gm70001,ENSMUSG00000125930,1,115055246,115130607,+
Gm70993,ENSMUSG00000140197,1,115169926,115172539,+
Gm70976,ENSMUSG00000139896,1,115259794,115315392,+
Gm70677,ENSMUSG00000134635,1,115483738,115499775,-
Gm50605,ENSMUSG00000121618,1,115596467,115612853,-
Cntnap5a,ENSMUSG00000070695,1,115612486,116515053,+
Gm70733,ENSMUSG00000135338,1,116096926,116099805,-
Gm54703,ENSMUSG00002076179,1,116322072,116322143,-
Gm69382,ENSMUSG00000122112,1,116591369,116595737,-
Gm19965,ENSMUSG00000094429,1,116730713,116751140,+
Gm70431,ENSMUSG00000130088,1,116911067,116936748,-
Gm69984,ENSMUSG00000125639,1,117317286,117320487,+
Gm24030,ENSMUSG00000065865,1,117464031,117464194,+
Gm54705,ENSMUSG00002076328,1,117488960,117489069,+
Zfp813-ps,ENSMUSG00000107979,1,117531608,117534214,+
B020011L13Rik,ENSMUSG00000101303,1,117708863,117731089,+
Zfp658,ENSMUSG00000100617,1,117893669,117914614,+
Gm28358,ENSMUSG00000121287,1,117936499,117958145,+
Gm29106,ENSMUSG00000102030,1,118104272,118130037,+
Tsn,ENSMUSG00000026374,1,118222508,118239469,-
Nifk,ENSMUSG00000026377,1,118249569,118261552,+
Gm57162,ENSMUSG00000120092,1,118281172,118317470,-
Gm28867,ENSMUSG00000099936,1,118285042,118292950,+
Clasp1,ENSMUSG00000064302,1,118316788,118540408,+
Gm26080,ENSMUSG00000077257,1,118381085,118381215,-
2900060B14Rik,ENSMUSG00000107722,1,118386382,118387152,-
Rnu4atac,ENSMUSG00000080542,1,118386871,118386995,-
Tfcp2l1,ENSMUSG00000026380,1,118555675,118612898,+
Gm55135,ENSMUSG00002076551,1,118566018,118566134,-
Gm71366,ENSMUSG00000130328,1,118579141,118580163,-
Gm70019,ENSMUSG00000126096,1,118594676,118595064,-
Gm23497,ENSMUSG00000088363,1,118609551,118609680,+
Gm70069,ENSMUSG00000126555,1,118693730,118697882,-
Gm70072,ENSMUSG00000126588,1,118719798,118723553,+
Gli2,ENSMUSG00000048402,1,118761862,118981349,-
Gm70540,ENSMUSG00000131797,1,118780219,118794740,+
Mir6346,ENSMUSG00000098273,1,118881950,118882030,+
Gm26831,ENSMUSG00000097408,1,118986199,118987578,+
Gm70925,ENSMUSG00000138991,1,118997545,119005835,-
Gm70918,ENSMUSG00000138903,1,119002960,119051651,+
Gm41934,ENSMUSG00000138947,1,119032398,119053513,-
Gm71139,ENSMUSG00000142643,1,119117446,119119289,+
Gm46144,ENSMUSG00000140029,1,119125160,119137938,+
Gm29456,ENSMUSG00000099860,1,119145668,119254563,-
Gm70931,ENSMUSG00000139153,1,119199418,119202721,+
Gm70933,ENSMUSG00000139194,1,119217627,119218981,+
Gm33388,ENSMUSG00000139113,1,119230720,119248382,+
Gm29455,ENSMUSG00000101179,1,119254817,119313311,+
Gm71191,ENSMUSG00000143532,1,119277023,119284492,-
Inhbb,ENSMUSG00000037035,1,119343195,119349978,-
Gm41935,ENSMUSG00000130771,1,119348534,119367378,+
Gm33490,ENSMUSG00000143912,1,119367684,119393450,-
Ralb,ENSMUSG00000004451,1,119398035,119432524,-
Gm27184,ENSMUSG00000098447,1,119447820,119454148,-
Gm71011,ENSMUSG00000140704,1,119450768,119451591,+
Tmem185b,ENSMUSG00000098923,1,119453890,119456713,+
3830432H09Rik,ENSMUSG00000101731,1,119457210,119463895,-
Gm25322,ENSMUSG00000084505,1,119457941,119458044,+
Epb41l5,ENSMUSG00000026383,1,119472767,119576730,-
Ptpn4,ENSMUSG00000026384,1,119580197,119765343,-
Gm70867,ENSMUSG00000137869,1,119727052,119761165,+
Gm28209,ENSMUSG00000101224,1,119764899,119855582,+
Gm70433,ENSMUSG00000130163,1,119816732,119827627,-
Tmem177,ENSMUSG00000036975,1,119835620,119840938,-
Cfap221,ENSMUSG00000036962,1,119851071,119924964,-
Gm33817,ENSMUSG00000132290,1,119924951,119928800,+
Sctr,ENSMUSG00000026387,1,119934624,119991266,+
Gm33764,ENSMUSG00000122377,1,119954233,119957018,-
Tmem37,ENSMUSG00000050777,1,119995107,120001804,-
Gm41937,ENSMUSG00000131127,1,120003778,120022269,-
Gm41938,ENSMUSG00000131086,1,120015962,120034156,+
Dbi,ENSMUSG00000026385,1,120041010,120048808,-
3110009E18Rik,ENSMUSG00000026388,1,120048917,120115919,+
Gm70498,ENSMUSG00000131159,1,120111735,120116778,-
Steap3,ENSMUSG00000026389,1,120118487,120200435,-
Gm70979,ENSMUSG00000140008,1,120220218,120228558,-
C1ql2,ENSMUSG00000036907,1,120268312,120270903,+
Gm46154,ENSMUSG00000143527,1,120355001,120363782,-
1700012E03Rik,ENSMUSG00000101275,1,120363513,120393663,+
Marco,ENSMUSG00000026390,1,120402267,120432753,-
Gm69561,ENSMUSG00000123457,1,120528183,120529934,-
En1,ENSMUSG00000058665,1,120530147,120535721,+
Gm34352,ENSMUSG00000124351,1,120536987,120554695,-
2610027F03Rik,ENSMUSG00000099957,1,120542086,120618133,+
Gm29346,ENSMUSG00000101386,1,120661603,120691485,+
Gm29345,ENSMUSG00000101922,1,120744229,120802020,+
Gm29348,ENSMUSG00000099336,1,120775718,120785215,-
Gm29347,ENSMUSG00000100979,1,120784403,120785739,+
Gm34698,ENSMUSG00000141144,1,120857255,120921894,-
Gm69421,ENSMUSG00000122411,1,120991453,121024468,-
Celrr,ENSMUSG00000097881,1,121015087,121106170,+
Gm29359,ENSMUSG00000101700,1,121152005,121155255,+
Gm69427,ENSMUSG00000122492,1,121175540,121180286,+
Gm69424,ENSMUSG00000122451,1,121203315,121220728,-
Insig2,ENSMUSG00000003721,1,121232082,121260318,-
Gm69430,ENSMUSG00000122535,1,121273339,121273966,-
2210011K15Rik,ENSMUSG00000101791,1,121282845,121288359,-
Gm35243,ENSMUSG00000133579,1,121315279,121358768,-
Gm70632,ENSMUSG00000133614,1,121318715,121336651,+
Ccdc93,ENSMUSG00000026339,1,121358778,121434189,+
Gm15392,ENSMUSG00000085857,1,121417025,121420932,-
Htr5b,ENSMUSG00000050534,1,121437571,121456194,-
Gm71055,ENSMUSG00000141363,1,121455587,121481207,+
Ddx18,ENSMUSG00000001674,1,121481564,121495718,-
Gm69539,ENSMUSG00000123230,1,121772899,121776656,+
Gm55335,ENSMUSG00002076253,1,122129188,122129270,+
Gm28590,ENSMUSG00000099960,1,122132874,122179909,+
Gm71195,ENSMUSG00000143580,1,122176036,122210634,-
Gm70858,ENSMUSG00000137754,1,122245776,122247910,+
Gm24547,ENSMUSG00000089274,1,122438278,122438426,+
Gm25771,ENSMUSG00000089190,1,122480902,122481045,+
Dpp10,ENSMUSG00000036815,1,123249200,124773776,-
Gm24791,ENSMUSG00000077472,1,123317530,123317660,-
Gm70478,ENSMUSG00000130917,1,124211060,124214656,-
Gm70032,ENSMUSG00000126279,1,124378289,124388386,+
Gm25578,ENSMUSG00000065340,1,124418593,124418696,+
Gm70346,ENSMUSG00000129205,1,124560958,124640890,-
Gm35355,ENSMUSG00000129247,1,124773654,124799582,+
Gm70967,ENSMUSG00000139719,1,124812273,124831662,-
Gm70950,ENSMUSG00000139504,1,124831752,124849409,+
Gm69871,ENSMUSG00000124959,1,125102629,125105725,+
1700121L03Rik,ENSMUSG00000099574,1,125118013,125125233,-
Gm70424,ENSMUSG00000129990,1,125277781,125294936,-
Actr3,ENSMUSG00000026341,1,125320642,125363464,-
Gm28706,ENSMUSG00000102063,1,125362393,125394111,+
Gm57176,ENSMUSG00000121266,1,125363743,125364241,+
Slc35f5,ENSMUSG00000026342,1,125488332,125523557,+
Gm69623,ENSMUSG00000123920,1,125548794,125568977,+
Gpr39,ENSMUSG00000026343,1,125604732,125801599,+
Gm41943,ENSMUSG00000142447,1,125763969,125769195,-
Gm71131,ENSMUSG00000142491,1,125774601,125775483,-
Lypd1,ENSMUSG00000026344,1,125795359,125840838,-
Nckap5,ENSMUSG00000049690,1,125841357,126758536,-
Gm69438,ENSMUSG00000122602,1,126374787,126380559,+
Gm69442,ENSMUSG00000122645,1,126414825,126416280,+
4930599A14Rik,ENSMUSG00000101600,1,126799918,126805409,-
Gm70646,ENSMUSG00000134051,1,126902327,126907915,-
Mgat5,ENSMUSG00000036155,1,127132752,127416073,+
Gm51747,ENSMUSG00000138763,1,127205850,127228056,-
Gm70911,ENSMUSG00000138804,1,127277902,127298584,-
Gm23734,ENSMUSG00000065687,1,127302868,127302976,+
Tmem163,ENSMUSG00000026347,1,127414283,127607285,-
Gm70951,ENSMUSG00000139507,1,127604500,127644536,+
Gm35993,ENSMUSG00000121232,1,127620422,127660713,-
Acmsd,ENSMUSG00000026348,1,127657150,127695715,+
2900009J06Rik,ENSMUSG00000102014,1,127663379,127702611,-
Ccnt2,ENSMUSG00000026349,1,127701901,127735798,+
Map3k19,ENSMUSG00000051590,1,127742528,127782768,-
Gm70272,ENSMUSG00000128696,1,127796059,127796766,-
Rab3gap1,ENSMUSG00000036104,1,127796510,127871605,+
Gm70271,ENSMUSG00000128654,1,127837227,127844414,-
Zranb3,ENSMUSG00000036086,1,127881921,128030784,-
Gm28800,ENSMUSG00000099760,1,127887253,127895735,+
R3hdm1,ENSMUSG00000056211,1,128031038,128165473,+
Gm71087,ENSMUSG00000141830,1,128093504,128172106,-
Mir128-1,ENSMUSG00000065520,1,128130098,128130167,+
Ubxn4,ENSMUSG00000026353,1,128171701,128207115,+
Lct,ENSMUSG00000026354,1,128212493,128256055,-
Mcm6,ENSMUSG00000026355,1,128259327,128287401,-
Dars1,ENSMUSG00000026356,1,128291444,128345105,-
Gm70373,ENSMUSG00000129537,1,128347686,128354960,-
Gm71068,ENSMUSG00000141506,1,128377032,128401633,+
Gm23902,ENSMUSG00000088196,1,128417777,128417910,+
Gm25384,ENSMUSG00000088432,1,128442852,128442956,-
Cxcr4,ENSMUSG00000045382,1,128515936,128520030,-
Gm57160,ENSMUSG00000121003,1,128520112,128520972,+
Gm70971,ENSMUSG00000139737,1,128632622,128640560,-
Gm70972,ENSMUSG00000139775,1,128633173,128633903,+
Gm70801,ENSMUSG00000136715,1,128674887,128675283,-
Gm70593,ENSMUSG00000133042,1,128675852,128699459,+
Gm26686,ENSMUSG00000097283,1,128698336,128702158,-
Gm70423,ENSMUSG00000129978,1,128715287,128715517,+
Gm23056,ENSMUSG00000064737,1,128813646,128813756,-
Gm69431,ENSMUSG00000122545,1,129052866,129058475,-
Thsd7b,ENSMUSG00000042581,1,129201039,130147015,+
Gm70149,ENSMUSG00000127452,1,129308181,129318236,-
Gm36347,ENSMUSG00000121239,1,129522897,129543983,-
Gm16081,ENSMUSG00000086633,1,130197687,130208995,-
Gm71021,ENSMUSG00000140835,1,130200056,130209292,+
Cd55b,ENSMUSG00000026401,1,130316274,130350746,-
Cd55os,ENSMUSG00000087691,1,130350558,130365651,+
Gm15675,ENSMUSG00000086825,1,130357518,130364928,-
Cd55,ENSMUSG00000026399,1,130366764,130390481,-
Gm16083,ENSMUSG00000085526,1,130390130,130484814,+
Zp3r,ENSMUSG00000042554,1,130504450,130557358,-
Gm23623,ENSMUSG00000064395,1,130523307,130523413,-
C4bp,ENSMUSG00000026405,1,130562510,130589369,-
Gm29427,ENSMUSG00000101904,1,130597946,130643536,-
Pfkfb2,ENSMUSG00000026409,1,130616919,130656990,-
Yod1,ENSMUSG00000046404,1,130645064,130652095,+
Gm70818,ENSMUSG00000136954,1,130657074,130658612,+
AA986860,ENSMUSG00000042510,1,130659713,130672359,+
Gm28857,ENSMUSG00000099556,1,130660855,130692155,-
Gm28856,ENSMUSG00000100106,1,130694121,130712170,+
Fcamr,ENSMUSG00000026415,1,130728639,130742477,+
Gm15848,ENSMUSG00000086706,1,130737684,130760293,-
Gm71114,ENSMUSG00000142192,1,130745062,130753649,+
Pigr,ENSMUSG00000026417,1,130754421,130779986,+
Fcmr,ENSMUSG00000042474,1,130793406,130808528,+
Il24,ENSMUSG00000026420,1,130809811,130815191,-
Il20,ENSMUSG00000026416,1,130834722,130839188,-
Il19,ENSMUSG00000016524,1,130860393,130867852,-
Il10,ENSMUSG00000016529,1,130947582,130952711,+
Mapkapk2,ENSMUSG00000016528,1,130981437,131025563,-
Gm25549,ENSMUSG00000088705,1,131001395,131001488,-
Gm70341,ENSMUSG00000129110,1,131009945,131012074,+
Gm70816,ENSMUSG00000136923,1,131025652,131026042,+
Gm51643,ENSMUSG00000137827,1,131040270,131043898,+
Dyrk3,ENSMUSG00000016526,1,131055192,131066077,-
Gm70016,ENSMUSG00000126091,1,131066064,131066879,+
Gm70021,ENSMUSG00000126129,1,131077469,131077788,+
Eif2d,ENSMUSG00000026427,1,131080918,131115395,+
Rassf5,ENSMUSG00000026430,1,131104147,131172995,-
Gm28913,ENSMUSG00000102055,1,131172705,131194486,+
Ikbke,ENSMUSG00000042349,1,131182080,131207344,-
Gm28914,ENSMUSG00000102027,1,131187244,131188290,+
Gm51644,ENSMUSG00000137878,1,131203338,131318178,+
Srgap2,ENSMUSG00000026425,1,131212989,131455090,-
Gm70874,ENSMUSG00000137954,1,131217844,131220710,+
Gm29488,ENSMUSG00000101778,1,131334550,131336951,-
Gm55791,ENSMUSG00002076189,1,131426377,131426540,-
Gm70877,ENSMUSG00000137984,1,131454362,131455426,+
Fam72a,ENSMUSG00000055184,1,131455641,131467610,+
Gm69637,ENSMUSG00000124172,1,131495377,131526742,-
Avpr1b,ENSMUSG00000026432,1,131526977,131539738,+
Ctse,ENSMUSG00000004552,1,131566044,131603243,+
Gm69631,ENSMUSG00000124099,1,131599219,131608023,-
Rab7b,ENSMUSG00000052688,1,131616433,131643177,+
Gm70857,ENSMUSG00000137753,1,131656356,131661385,-
Slc26a9,ENSMUSG00000042268,1,131671760,131699242,+
Pm20d1,ENSMUSG00000042251,1,131725119,131749211,+
Gm70878,ENSMUSG00000137993,1,131754359,131755598,-
Slc41a1,ENSMUSG00000013275,1,131755231,131776603,+
Gm70121,ENSMUSG00000127342,1,131776119,131779015,-
Rab29,ENSMUSG00000026433,1,131794962,131800625,+
Gm70227,ENSMUSG00000128245,1,131802031,131821199,-
Gm69986,ENSMUSG00000125681,1,131837141,131838620,-
Nucks1,ENSMUSG00000026434,1,131838272,131864059,+
Gm29103,ENSMUSG00000100037,1,131890692,131942224,+
Slc45a3,ENSMUSG00000026435,1,131890705,131910707,+
Elk4,ENSMUSG00000026436,1,131935345,131960350,+
Mfsd4a,ENSMUSG00000059149,1,131950544,131995800,-
Gm55850,ENSMUSG00002075658,1,132028377,132028492,+
Cdk18,ENSMUSG00000026437,1,132039975,132067422,-
Gm29629,ENSMUSG00000099874,1,132067242,132070538,+
Gm30242,ENSMUSG00000141909,1,132072215,132081640,+
Gm30153,ENSMUSG00000141950,1,132072391,132073050,-
Gm71169,ENSMUSG00000143163,1,132088182,132097111,-
Lemd1,ENSMUSG00000079330,1,132119169,132186965,+
Gm29695,ENSMUSG00000118219,1,132119195,132137284,+
Mir135b,ENSMUSG00000065435,1,132125826,132125922,+
Gm70654,ENSMUSG00000134223,1,132137256,132140174,-
Gm29630,ENSMUSG00000101549,1,132195998,132208149,-
Klhdc8a,ENSMUSG00000042115,1,132226364,132235095,+
Nuak2,ENSMUSG00000009772,1,132243864,132261226,+
Gm30744,ENSMUSG00000126318,1,132249163,132250622,-
F730311O21Rik,ENSMUSG00000100658,1,132269668,132279102,+
Tmcc2,ENSMUSG00000042066,1,132284053,132319019,-
Gm15849,ENSMUSG00000090079,1,132308867,132310247,+
Gm70720,ENSMUSG00000135179,1,132344189,132345748,-
Dstyk,ENSMUSG00000042046,1,132345293,132394696,+
6030442K20Rik,ENSMUSG00000097760,1,132359519,132404820,-
Gm57187,ENSMUSG00000121278,1,132398004,132398162,+
Rbbp5,ENSMUSG00000026439,1,132405103,132433397,+
Gm70754,ENSMUSG00000135719,1,132433376,132433876,-
Tmem81,ENSMUSG00000048174,1,132433968,132436377,+
Cntn2,ENSMUSG00000053024,1,132437165,132470994,-
Nfasc,ENSMUSG00000026442,1,132492428,132669535,-
Gm71019,ENSMUSG00000140800,1,132514726,132533051,+
Gm10538,ENSMUSG00000101126,1,132657082,132660564,+
Gm70187,ENSMUSG00000127818,1,132704746,132709316,-
Gm31101,ENSMUSG00000131931,1,132714783,132720893,+
Gm22609,ENSMUSG00000088911,1,132741966,132742086,-
Gm69762,ENSMUSG00000124677,1,132769700,132774340,+
Gm70732,ENSMUSG00000135334,1,132778513,132781207,-
Lrrn2,ENSMUSG00000026443,1,132808011,132867743,+
Gm31159,ENSMUSG00000122455,1,132842691,132845771,-
Gm69428,ENSMUSG00000122495,1,132843837,132846125,+
Gm55923,ENSMUSG00002075842,1,132851362,132851482,-
Mdm4,ENSMUSG00000054387,1,132887222,132958299,-
Gm71051,ENSMUSG00000141319,1,132900477,132906629,+
Gm71285,ENSMUSG00000144022,1,132953180,132954238,+
Gm71007,ENSMUSG00000140516,1,132961487,132971247,+
Pik3c2b,ENSMUSG00000026447,1,132973405,133036425,+
Gm28609,ENSMUSG00000101102,1,132974434,132996143,-
Ppp1r15b,ENSMUSG00000046062,1,133058881,133067521,+
Plekha6,ENSMUSG00000041757,1,133091948,133231173,+
Gm51648,ENSMUSG00000132352,1,133135980,133138087,-
Gm70910,ENSMUSG00000138774,1,133150640,133151752,+
Gm70838,ENSMUSG00000137360,1,133165015,133165968,+
Gm19461,ENSMUSG00000101693,1,133178132,133197546,-
Golt1a,ENSMUSG00000103421,1,133237538,133250764,+
Gm28040,ENSMUSG00000115958,1,133237565,133257460,+
Gm28040,ENSMUSG00000098306,1,133237565,133257639,+
Kiss1,ENSMUSG00000116158,1,133254950,133257460,+
Ren1,ENSMUSG00000070645,1,133278248,133288063,+
Etnk2,ENSMUSG00000070644,1,133291310,133308074,+
Sox13,ENSMUSG00000070643,1,133310041,133352115,-
Gm70817,ENSMUSG00000136932,1,133397732,133398630,-
Gm70815,ENSMUSG00000136900,1,133415749,133417764,+
Gm70581,ENSMUSG00000132769,1,133420397,133421224,-
Gm71008,ENSMUSG00000140659,1,133462149,133470875,-
Gm71194,ENSMUSG00000143557,1,133520220,133524234,-
Gm23939,ENSMUSG00000064814,1,133528961,133529093,+
Snrpe,ENSMUSG00000090553,1,133531609,133538029,-
Gm53475,ENSMUSG00000128372,1,133537765,133543302,+
Zc3h11a,ENSMUSG00000102976,1,133547600,133589118,-
Zbed6,ENSMUSG00000094410,1,133547678,133589056,-
Gm70031,ENSMUSG00000126272,1,133588678,133589470,+
Gm57114,ENSMUSG00000120455,1,133592153,133604898,+
Lax1,ENSMUSG00000051998,1,133606829,133617846,-
Gm70870,ENSMUSG00000137885,1,133619007,133620361,+
Atp2b4,ENSMUSG00000026463,1,133627195,133728779,-
Mir6903,ENSMUSG00000098606,1,133654296,133654383,-
Gm41954,ENSMUSG00000128131,1,133759669,133772603,-
Gm28441,ENSMUSG00000100830,1,133762917,133819007,+
Gm70214,ENSMUSG00000128168,1,133782933,133783884,-
Optc,ENSMUSG00000010311,1,133824937,133835737,-
Gm15851,ENSMUSG00000090208,1,133834269,133842560,+
Prelp,ENSMUSG00000041577,1,133838042,133849152,-
Gm71002,ENSMUSG00000140356,1,133858092,133860931,+
Gm71000,ENSMUSG00000140315,1,133861167,133880259,+
Bmncr,ENSMUSG00000120798,1,133889480,133943069,+
Gm71120,ENSMUSG00000142259,1,133891989,133901079,-
Fmod,ENSMUSG00000041559,1,133964992,133976015,+
Gm19497,ENSMUSG00000120043,1,133987012,133994681,-
Gm57140,ENSMUSG00000120884,1,133988786,133989474,+
Btg2,ENSMUSG00000020423,1,134002908,134006858,-
Gm31974,ENSMUSG00000121237,1,134005131,134012501,+
Gm70614,ENSMUSG00000133364,1,134019881,134020633,-
Gm70605,ENSMUSG00000133244,1,134020857,134023158,+
Gm70608,ENSMUSG00000133284,1,134025796,134027034,-
Gm70612,ENSMUSG00000133325,1,134027145,134027919,+
Gm70443,ENSMUSG00000130322,1,134032398,134033611,-
Gm70697,ENSMUSG00000134944,1,134037347,134038305,-
Chit1,ENSMUSG00000026450,1,134038980,134079278,+
Gm70922,ENSMUSG00000138936,1,134062673,134064822,+
Gm70571,ENSMUSG00000132617,1,134092392,134094673,+
Gm46158,ENSMUSG00000136414,1,134104966,134123941,-
Chi3l1,ENSMUSG00000064246,1,134109914,134117919,+
Mybph,ENSMUSG00000042451,1,134121186,134128970,+
Adora1,ENSMUSG00000042429,1,134126963,134163169,-
Gm70647,ENSMUSG00000134086,1,134162360,134173727,+
Gm69560,ENSMUSG00000123444,1,134198097,134199161,+
Gm32221,ENSMUSG00000123358,1,134198691,134218852,-
Gm24517,ENSMUSG00000119277,1,134208623,134208729,-
Myog,ENSMUSG00000026459,1,134217727,134220286,+
Ppfia4,ENSMUSG00000026458,1,134224521,134260666,-
Gm57107,ENSMUSG00000120099,1,134271156,134272454,-
Tmem183a,ENSMUSG00000042305,1,134273835,134289717,-
Gm53477,ENSMUSG00000130377,1,134289778,134297609,+
Mgat4f,ENSMUSG00000050526,1,134313678,134318719,+
Cyb5r1,ENSMUSG00000026456,1,134333297,134339478,+
Adipor1,ENSMUSG00000026457,1,134343116,134361089,+
Platr1,ENSMUSG00000101061,1,134363366,134375432,+
Klhl12,ENSMUSG00000026455,1,134383269,134418756,+
Rabif,ENSMUSG00000042229,1,134422386,134436512,+
Gm25612,ENSMUSG00000077202,1,134433076,134433201,+
Gm70637,ENSMUSG00000133784,1,134433506,134446534,-
Mgat4e,ENSMUSG00000046367,1,134468679,134477420,-
Gm57134,ENSMUSG00000120829,1,134483854,134484840,-
Kdm5b,ENSMUSG00000042207,1,134487909,134563023,+
Gm26783,ENSMUSG00000097435,1,134569992,134574258,-
Syt2,ENSMUSG00000026452,1,134574415,134690331,+
Ppp1r12b,ENSMUSG00000073557,1,134682396,134883680,-
Gm32670,ENSMUSG00000138665,1,134702010,134704017,+
Gm56117,ENSMUSG00002075458,1,134737013,134737106,+
Gm28892,ENSMUSG00000101168,1,134761880,134774153,+
Gm71232,ENSMUSG00000144134,1,134827430,134832348,+
Ube2t,ENSMUSG00000026429,1,134890303,134901900,+
Lgr6,ENSMUSG00000042793,1,134911039,135033014,-
Gm71027,ENSMUSG00000140882,1,134915533,134916533,+
Gm70336,ENSMUSG00000129087,1,134994169,134995728,+
Gm10535,ENSMUSG00000097988,1,135032368,135041117,+
Ptprv,ENSMUSG00000097993,1,135036235,135060332,-
Gm57130,ENSMUSG00000120719,1,135058971,135059736,+
Ptpn7,ENSMUSG00000031506,1,135060438,135073055,+
Arl8a,ENSMUSG00000026426,1,135074562,135084007,+
Gm56120,ENSMUSG00002075149,1,135078404,135078504,-
Gm15445,ENSMUSG00000085311,1,135080701,135081544,+
Gpr37l1,ENSMUSG00000026424,1,135087972,135095419,-
Gm70875,ENSMUSG00000137967,1,135110429,135111820,-
Gm70872,ENSMUSG00000137934,1,135111731,135122485,+
Gm26642,ENSMUSG00000097680,1,135176299,135194181,+
Elf3,ENSMUSG00000003051,1,135181313,135186306,-
Rnpep,ENSMUSG00000041926,1,135190450,135211822,-
Gm71036,ENSMUSG00000141093,1,135219048,135220078,+
Timm17a,ENSMUSG00000062580,1,135222951,135241516,-
Lmod1,ENSMUSG00000048096,1,135252545,135295803,+
Gm56137,ENSMUSG00002075633,1,135281455,135281560,-
Gm70723,ENSMUSG00000135221,1,135295938,135297042,-
Shisa4,ENSMUSG00000041889,1,135298795,135302975,-
Ipo9,ENSMUSG00000041879,1,135310050,135358237,-
Gm28277,ENSMUSG00000100620,1,135337360,135341924,-
Nav1,ENSMUSG00000009418,1,135362318,135615843,-
Mir1231,ENSMUSG00000093515,1,135382341,135382421,-
Gm32940,ENSMUSG00000122414,1,135443283,135451125,+
Gm4793,ENSMUSG00000054412,1,135512511,135527686,+
Gm70726,ENSMUSG00000135252,1,135559502,135566172,+
Gm71638,ENSMUSG00000135126,1,135581745,135614572,-
Gm57161,ENSMUSG00000120094,1,135614248,135638876,+
Gm70729,ENSMUSG00000135298,1,135616334,135616589,-
Csrp1,ENSMUSG00000026421,1,135647799,135679970,+
Gm70721,ENSMUSG00000135211,1,135650692,135658241,-
Gm70736,ENSMUSG00000135407,1,135687587,135692733,+
Phlda3,ENSMUSG00000041801,1,135693857,135696874,+
Tnni1,ENSMUSG00000026418,1,135707172,135738727,+
Lad1,ENSMUSG00000041782,1,135746336,135761080,+
Gm71079,ENSMUSG00000141723,1,135758232,135758961,-
Tnnt2,ENSMUSG00000026414,1,135764092,135779998,+
Pkp1,ENSMUSG00000026413,1,135799133,135846945,-
Gm71005,ENSMUSG00000140443,1,135871901,135873183,-
Igfn1,ENSMUSG00000051985,1,135881316,135934080,-
Gm71632,ENSMUSG00000128518,1,135925801,135927696,-
Tmem9,ENSMUSG00000026411,1,135935888,135963080,+
Gm70928,ENSMUSG00000139066,1,135943065,135943185,+
Gm57112,ENSMUSG00000120377,1,135967454,135968685,-
Ascl5,ENSMUSG00000097918,1,135978542,135979108,+
Cacna1s,ENSMUSG00000026407,1,135980488,136047560,+
Gm69845,ENSMUSG00000124906,1,136029834,136033755,-
Gm37759,ENSMUSG00000102717,1,136044315,136047560,-
Gm15850,ENSMUSG00000086264,1,136053914,136059124,-
Kif21b,ENSMUSG00000041642,1,136059127,136105736,+
Gm69543,ENSMUSG00000123258,1,136086810,136087725,-
