human_ensembl_id,mouse_ensembl_id,human_gene_symbol,mouse_gene_symbol
ENSG00000159314,ENSMUSG00000034255,ARHGAP27,Arhgap27
ENSG00000088756,ENSMUSG00000024043,ARHGAP28,Arhgap28
ENSG00000137962,ENSMUSG00000039831,ARHGAP29,Arhgap29
ENSG00000186517,ENSMUSG00000048865,ARHGAP30,Arhgap30
ENSG00000031081,ENSMUSG00000022799,ARHGAP31,Arhgap31
ENSG00000134909,ENSMUSG00000041444,ARHGAP32,Arhgap32
ENSG00000004777,ENSMUSG00000036882,ARHGAP33,Arhgap33
ENSG00000160007,ENSMUSG00000058230,ARHGAP35,Arhgap35
ENSG00000147256,ENSMUSG00000036198,ARHGAP36,Arhgap36
ENSG00000147799,ENSMUSG00000033697,ARHGAP39,Arhgap39
ENSG00000089820,ENSMUSG00000031389,ARHGAP4,Arhgap4
ENSG00000124143,ENSMUSG00000074625,ARHGAP40,Arhgap40
ENSG00000165895,ENSMUSG00000050730,ARHGAP42,Arhgap42
ENSG00000006740,ENSMUSG00000033389,ARHGAP44,Arhgap44
ENSG00000180448,ENSMUSG00000035697,ARHGAP45,Arhgap45
ENSG00000100852,ENSMUSG00000035133,ARHGAP5,Arhgap5
ENSG00000047648,ENSMUSG00000031355,ARHGAP6,Arhgap6
ENSG00000241484,ENSMUSG00000078954,ARHGAP8,Arhgap8
ENSG00000123329,ENSMUSG00000040345,ARHGAP9,Arhgap9
ENSG00000141522,ENSMUSG00000025132,ARHGDIA,Arhgdia
ENSG00000111348,ENSMUSG00000030220,ARHGDIB,Arhgdib
ENSG00000242173,ENSMUSG00000073433,ARHGDIG,Arhgdig
ENSG00000076928,ENSMUSG00000040940,ARHGEF1,Arhgef1
ENSG00000104728,ENSMUSG00000071176,ARHGEF10,Arhgef10
ENSG00000074964,ENSMUSG00000040964,ARHGEF10L,Arhgef10l
ENSG00000132694,ENSMUSG00000041977,ARHGEF11,Arhgef11
ENSG00000196914,ENSMUSG00000059495,ARHGEF12,Arhgef12
ENSG00000198844,ENSMUSG00000052921,ARHGEF15,Arhgef15
ENSG00000130762,ENSMUSG00000029032,ARHGEF16,Arhgef16
ENSG00000110237,ENSMUSG00000032875,ARHGEF17,Arhgef17
ENSG00000104880,ENSMUSG00000004568,ARHGEF18,Arhgef18
ENSG00000142632,ENSMUSG00000028919,ARHGEF19,Arhgef19
ENSG00000116584,ENSMUSG00000028059,ARHGEF2,Arhgef2
ENSG00000240771,ENSMUSG00000019467,ARHGEF25,Arhgef25
ENSG00000114790,ENSMUSG00000036885,ARHGEF26,Arhgef26
ENSG00000214944,ENSMUSG00000021662,ARHGEF28,Arhgef28
ENSG00000163947,ENSMUSG00000021895,ARHGEF3,Arhgef3
ENSG00000214694,ENSMUSG00000054901,ARHGEF33,Arhgef33
ENSG00000183111,ENSMUSG00000045094,ARHGEF37,Arhgef37
ENSG00000236699,ENSMUSG00000040969,ARHGEF38,Arhgef38
ENSG00000137135,ENSMUSG00000051517,ARHGEF39,Arhgef39
ENSG00000165801,ENSMUSG00000004562,ARHGEF40,Arhgef40
ENSG00000050327,ENSMUSG00000033542,ARHGEF5,Arhgef5
ENSG00000129675,ENSMUSG00000031133,ARHGEF6,Arhgef6
ENSG00000102606,ENSMUSG00000031511,ARHGEF7,Arhgef7
ENSG00000131089,ENSMUSG00000025656,ARHGEF9,Arhgef9
ENSG00000117713,ENSMUSG00000007880,ARID1A,Arid1a
ENSG00000049618,ENSMUSG00000069729,ARID1B,Arid1b
ENSG00000189079,ENSMUSG00000033237,ARID2,Arid2
ENSG00000116017,ENSMUSG00000019564,ARID3A,Arid3a
ENSG00000179361,ENSMUSG00000004661,ARID3B,Arid3b
ENSG00000205143,ENSMUSG00000066224,ARID3C,Arid3c
ENSG00000032219,ENSMUSG00000048118,ARID4A,Arid4a
ENSG00000054267,ENSMUSG00000039219,ARID4B,Arid4b
ENSG00000196843,ENSMUSG00000037447,ARID5A,Arid5a
ENSG00000150347,ENSMUSG00000019947,ARID5B,Arid5b
ENSG00000166233,ENSMUSG00000025234,ARIH1,Arih1
ENSG00000177479,ENSMUSG00000064145,ARIH2,Arih2
ENSG00000141622,ENSMUSG00000025427,ARK2C,Ark2c
ENSG00000152242,ENSMUSG00000047466,ARK2N,Ark2n
ENSG00000120805,ENSMUSG00000060904,ARL1,Arl1
ENSG00000175414,ENSMUSG00000025870,ARL10,Arl10
ENSG00000152213,ENSMUSG00000043157,ARL11,Arl11
ENSG00000174225,ENSMUSG00000052549,ARL13A,Arl13a
ENSG00000169379,ENSMUSG00000022911,ARL13B,Arl13b
ENSG00000179674,ENSMUSG00000098207,ARL14,Arl14
ENSG00000152219,ENSMUSG00000027122,ARL14EP,Arl14ep
ENSG00000268223,ENSMUSG00000073568,ARL14EPL,Arl14epl
ENSG00000185305,ENSMUSG00000042348,ARL15,Arl15
ENSG00000214087,ENSMUSG00000057594,ARL16,Arl16
ENSG00000213465,ENSMUSG00000024944,ARL2,Arl2
ENSG00000102931,ENSMUSG00000031776,ARL2BP,Arl2bp
ENSG00000138175,ENSMUSG00000025035,ARL3,Arl3
ENSG00000122644,ENSMUSG00000047446,ARL4A,Arl4a
ENSG00000188042,ENSMUSG00000049866,ARL4C,Arl4c
ENSG00000175906,ENSMUSG00000034936,ARL4D,Arl4d
ENSG00000162980,ENSMUSG00000036093,ARL5A,Arl5a
ENSG00000165997,ENSMUSG00000017418,ARL5B,Arl5b
ENSG00000141748,ENSMUSG00000038352,ARL5C,Arl5c
ENSG00000113966,ENSMUSG00000022722,ARL6,Arl6
ENSG00000170540,ENSMUSG00000030654,ARL6IP1,Arl6ip1
ENSG00000182196,ENSMUSG00000029404,ARL6IP4,Arl6ip4
ENSG00000144746,ENSMUSG00000035199,ARL6IP5,Arl6ip5
ENSG00000177917,ENSMUSG00000026960,ARL6IP6,Arl6ip6
ENSG00000143862,ENSMUSG00000026426,ARL8A,Arl8a
ENSG00000134108,ENSMUSG00000030105,ARL8B,Arl8b
ENSG00000196503,ENSMUSG00000063820,ARL9,Arl9
ENSG00000164096,ENSMUSG00000054091,ARLN,Arln
ENSG00000104442,ENSMUSG00000027599,ARMC1,Armc1
ENSG00000170632,ENSMUSG00000038525,ARMC10,Armc10
ENSG00000157343,ENSMUSG00000024223,ARMC12,Armc12
ENSG00000118690,ENSMUSG00000071324,ARMC2,Armc2
ENSG00000165309,ENSMUSG00000037683,ARMC3,Armc3
ENSG00000140691,ENSMUSG00000042178,ARMC5,Armc5
ENSG00000105676,ENSMUSG00000002343,ARMC6,Armc6
ENSG00000125449,ENSMUSG00000057219,ARMC7,Armc7
ENSG00000114098,ENSMUSG00000032468,ARMC8,Armc8
ENSG00000135931,ENSMUSG00000062590,ARMC9,Armc9
ENSG00000126947,ENSMUSG00000033460,ARMCX1,Armcx1
ENSG00000184867,ENSMUSG00000033436,ARMCX2,Armcx2
ENSG00000102401,ENSMUSG00000049047,ARMCX3,Armcx3
ENSG00000196440,ENSMUSG00000049804,ARMCX4,Armcx4
ENSG00000125962,ENSMUSG00000072969,ARMCX5,Armcx5
ENSG00000198960,ENSMUSG00000050394,ARMCX6,Armcx6
ENSG00000198520,ENSMUSG00000060268,ARMH1,Armh1
ENSG00000260286,ENSMUSG00000085861,ARMH2,Armh2
ENSG00000120029,ENSMUSG00000039901,ARMH3,Armh3
ENSG00000139971,ENSMUSG00000036242,ARMH4,Armh4
ENSG00000146476,ENSMUSG00000061759,ARMT1,Armt1
ENSG00000143437,ENSMUSG00000015522,ARNT,Arnt
ENSG00000172379,ENSMUSG00000015709,ARNT2,Arnt2
ENSG00000241685,ENSMUSG00000029621,ARPC1A,Arpc1a
ENSG00000130429,ENSMUSG00000029622,ARPC1B,Arpc1b
ENSG00000163466,ENSMUSG00000006304,ARPC2,Arpc2
ENSG00000111229,ENSMUSG00000029465,ARPC3,Arpc3
ENSG00000241553,ENSMUSG00000079426,ARPC4,Arpc4
ENSG00000162704,ENSMUSG00000008475,ARPC5,Arpc5
ENSG00000136950,ENSMUSG00000026755,ARPC5L,Arpc5l
ENSG00000242498,ENSMUSG00000039043,ARPIN,Arpin
ENSG00000128989,ENSMUSG00000007656,ARPP19,Arpp19
ENSG00000172995,ENSMUSG00000032503,ARPP21,Arpp21
ENSG00000120500,ENSMUSG00000060890,ARR3,Arr3
ENSG00000137486,ENSMUSG00000018909,ARRB1,Arrb1
ENSG00000141480,ENSMUSG00000060216,ARRB2,Arrb2
ENSG00000197070,ENSMUSG00000026972,ARRDC1,Arrdc1
ENSG00000105643,ENSMUSG00000002910,ARRDC2,Arrdc2
ENSG00000113369,ENSMUSG00000074794,ARRDC3,Arrdc3
ENSG00000140450,ENSMUSG00000042659,ARRDC4,Arrdc4
ENSG00000205784,ENSMUSG00000073380,ARRDC5,Arrdc5
ENSG00000100299,ENSMUSG00000022620,ARSA,Arsa
ENSG00000113273,ENSMUSG00000042082,ARSB,Arsb
ENSG00000141337,ENSMUSG00000020604,ARSG,Arsg
ENSG00000183876,ENSMUSG00000036412,ARSI,Arsi
ENSG00000180801,ENSMUSG00000046561,ARSJ,Arsj
ENSG00000164291,ENSMUSG00000021592,ARSK,Arsk
ENSG00000129744,ENSMUSG00000030996,ART1,Art1
ENSG00000156219,ENSMUSG00000034842,ART3,Art3
ENSG00000111339,ENSMUSG00000030217,ART4,Art4
ENSG00000167311,ENSMUSG00000070424,ART5,Art5
ENSG00000117407,ENSMUSG00000028539,ARTN,Artn
ENSG00000173409,ENSMUSG00000031982,ARV1,Arv1
ENSG00000099889,ENSMUSG00000118669,ARVCF,Arvcf
ENSG00000004848,ENSMUSG00000035277,ARX,Arx
ENSG00000129128,ENSMUSG00000048355,SPCS3,Arxes1
ENSG00000129128,ENSMUSG00000048040,SPCS3,Arxes2
ENSG00000214435,ENSMUSG00000003559,AS3MT,As3mt
ENSG00000104763,ENSMUSG00000031591,ASAH1,Asah1
ENSG00000188611,ENSMUSG00000024887,ASAH2,Asah2
ENSG00000204147,ENSMUSG00000024887,ASAH2B,Asah2
ENSG00000153317,ENSMUSG00000022377,ASAP1,Asap1
ENSG00000151693,ENSMUSG00000052632,ASAP2,Asap2
ENSG00000088280,ENSMUSG00000036995,ASAP3,Asap3
ENSG00000065802,ENSMUSG00000026311,ASB1,Asb1
ENSG00000146926,ENSMUSG00000038204,ASB10,Asb10
ENSG00000165192,ENSMUSG00000031382,ASB11,Asb11
ENSG00000198881,ENSMUSG00000031204,ASB12,Asb12
ENSG00000196372,ENSMUSG00000033781,ASB13,Asb13
ENSG00000239388,ENSMUSG00000021898,ASB14,Asb14
ENSG00000146809,ENSMUSG00000029685,ASB15,Asb15
ENSG00000161664,ENSMUSG00000034768,ASB16,Asb16
ENSG00000154007,ENSMUSG00000038997,ASB17,Asb17
ENSG00000182177,ENSMUSG00000067081,ASB18,Asb18
ENSG00000100628,ENSMUSG00000021200,ASB2,Asb2
ENSG00000115239,ENSMUSG00000020305,ASB3,Asb3
ENSG00000005981,ENSMUSG00000042607,ASB4,Asb4
ENSG00000164122,ENSMUSG00000031519,ASB5,Asb5
ENSG00000148331,ENSMUSG00000039483,ASB6,Asb6
ENSG00000183475,ENSMUSG00000030509,ASB7,Asb7
ENSG00000177981,ENSMUSG00000048175,ASB8,Asb8
ENSG00000102048,ENSMUSG00000031384,ASB9,Asb9
ENSG00000138303,ENSMUSG00000044475,ASCC1,Ascc1
ENSG00000100325,ENSMUSG00000020412,ASCC2,Ascc2
ENSG00000112249,ENSMUSG00000038774,ASCC3,Ascc3
ENSG00000139352,ENSMUSG00000020052,ASCL1,Ascl1
ENSG00000183734,ENSMUSG00000009248,ASCL2,Ascl2
ENSG00000176009,ENSMUSG00000035951,ASCL3,Ascl3
ENSG00000187855,ENSMUSG00000085111,ASCL4,Ascl4
ENSG00000232237,ENSMUSG00000097918,ASCL5,Ascl5
ENSG00000286053,ENSMUSG00000117809,ASDURF,Asdurf
ENSG00000111875,ENSMUSG00000019857,ASF1A,Asf1a
ENSG00000105011,ENSMUSG00000005470,ASF1B,Asf1b
ENSG00000141505,ENSMUSG00000020884,ASGR1,Asgr1
ENSG00000161944,ENSMUSG00000040963,ASGR2,Asgr2
ENSG00000116539,ENSMUSG00000028053,ASH1L,Ash1l
ENSG00000129691,ENSMUSG00000031575,ASH2L,Ash2l
ENSG00000110881,ENSMUSG00000023017,ASIC1,Asic1
ENSG00000108684,ENSMUSG00000020704,ASIC2,Asic2
ENSG00000213199,ENSMUSG00000038276,ASIC3,Asic3
ENSG00000072182,ENSMUSG00000033007,ASIC4,Asic4
ENSG00000256394,ENSMUSG00000028008,ASIC5,Asic5
ENSG00000126522,ENSMUSG00000025533,ASL,Asl
ENSG00000196433,ENSMUSG00000093806,ASMT,Asmt
ENSG00000070669,ENSMUSG00000029752,ASNS,Asns
ENSG00000138381,ENSMUSG00000026095,ASNSD1,Asnsd1
ENSG00000108381,ENSMUSG00000020774,ASPA,Aspa
ENSG00000204653,ENSMUSG00000038704,ASPDH,Aspdh
ENSG00000166183,ENSMUSG00000037686,ASPG,Aspg
ENSG00000198363,ENSMUSG00000028207,ASPH,Asph
ENSG00000174939,ENSMUSG00000046378,ASPHD1,Asphd1
ENSG00000128203,ENSMUSG00000029348,ASPHD2,Asphd2
ENSG00000066279,ENSMUSG00000033952,ASPM,Aspm
ENSG00000106819,ENSMUSG00000021388,ASPN,Aspn
ENSG00000244617,ENSMUSG00000033508,ASPRV1,Asprv1
ENSG00000169696,ENSMUSG00000025142,ASPSCR1,Aspscr1
ENSG00000162174,ENSMUSG00000024654,ASRGL1,Asrgl1
ENSG00000130707,ENSMUSG00000076441,ASS1,Ass1
ENSG00000034533,ENSMUSG00000032567,ASTE1,Aste1
ENSG00000188886,ENSMUSG00000050468,ASTL,Astl
ENSG00000152092,ENSMUSG00000026587,ASTN1,Astn1
ENSG00000148219,ENSMUSG00000028373,ASTN2,Astn2
ENSG00000171456,ENSMUSG00000042548,ASXL1,Asxl1
ENSG00000143970,ENSMUSG00000037486,ASXL2,Asxl2
ENSG00000141431,ENSMUSG00000045215,ASXL3,Asxl3
ENSG00000154438,ENSMUSG00000010796,ASZ1,Asz1
ENSG00000138138,ENSMUSG00000013662,ATAD1,Atad1
ENSG00000156802,ENSMUSG00000022360,ATAD2,Atad2
ENSG00000119778,ENSMUSG00000052812,ATAD2B,Atad2b
ENSG00000197785,ENSMUSG00000029036,ATAD3A,Atad3a
ENSG00000176208,ENSMUSG00000017550,ATAD5,Atad5
ENSG00000137343,ENSMUSG00000024426,ATAT1,Atat1
ENSG00000167654,ENSMUSG00000034958,ATCAY,Atcay
ENSG00000107669,ENSMUSG00000030850,ATE1,Ate1
ENSG00000123268,ENSMUSG00000023027,ATF1,Atf1
ENSG00000115966,ENSMUSG00000027104,ATF2,Atf2
ENSG00000162772,ENSMUSG00000026628,ATF3,Atf3
ENSG00000128272,ENSMUSG00000042406,ATF4,Atf4
ENSG00000169136,ENSMUSG00000038539,ATF5,Atf5
ENSG00000118217,ENSMUSG00000026663,ATF6,Atf6
ENSG00000213676,ENSMUSG00000015461,ATF6B,Atf6b
ENSG00000170653,ENSMUSG00000099083,ATF7,Atf7
ENSG00000171681,ENSMUSG00000030213,ATF7IP,Atf7ip
ENSG00000166669,ENSMUSG00000039200,ATF7IP2,Atf7ip2
ENSG00000152348,ENSMUSG00000021619,ATG10,Atg10
ENSG00000123395,ENSMUSG00000037204,ATG101,Atg101
ENSG00000145782,ENSMUSG00000032905,ATG12,Atg12
ENSG00000175224,ENSMUSG00000027244,ATG13,Atg13
ENSG00000126775,ENSMUSG00000037526,ATG14,Atg14
ENSG00000085978,ENSMUSG00000026289,ATG16L1,Atg16l1
ENSG00000168010,ENSMUSG00000047767,ATG16L2,Atg16l2
ENSG00000110046,ENSMUSG00000024773,ATG2A,Atg2a
ENSG00000066739,ENSMUSG00000041341,ATG2B,Atg2b
ENSG00000144848,ENSMUSG00000022663,ATG3,Atg3
ENSG00000101844,ENSMUSG00000079418,ATG4A,Atg4a
ENSG00000101844,ENSMUSG00000087119,ATG4A,Atg4a-ps
ENSG00000168397,ENSMUSG00000026280,ATG4B,Atg4b
ENSG00000125703,ENSMUSG00000028550,ATG4C,Atg4c
ENSG00000130734,ENSMUSG00000002820,ATG4D,Atg4d
ENSG00000057663,ENSMUSG00000038160,ATG5,Atg5
ENSG00000167283,ENSMUSG00000096486,ATP5MG,Atg5lrt
ENSG00000249222,ENSMUSG00000096486,ATP5MGL,Atg5lrt
ENSG00000197548,ENSMUSG00000030314,ATG7,Atg7
ENSG00000198925,ENSMUSG00000033124,ATG9A,Atg9a
ENSG00000181652,ENSMUSG00000038295,ATG9B,Atg9b
ENSG00000138363,ENSMUSG00000026192,ATIC,Atic
ENSG00000198513,ENSMUSG00000021066,ATL1,Atl1
ENSG00000119787,ENSMUSG00000059811,ATL2,Atl2
ENSG00000184743,ENSMUSG00000024759,ATL3,Atl3
ENSG00000149311,ENSMUSG00000034218,ATM,Atm
ENSG00000166454,ENSMUSG00000047388,ATMIN,Atmin
ENSG00000111676,ENSMUSG00000004263,ATN1,Atn1
ENSG00000172238,ENSMUSG00000073043,ATOH1,Atoh1
ENSG00000179774,ENSMUSG00000036816,ATOH7,Atoh7
ENSG00000168874,ENSMUSG00000037621,ATOH8,Atoh8
ENSG00000047346,ENSMUSG00000034858,ATOSA,Atosa
ENSG00000005238,ENSMUSG00000036002,ATOSB,Atosb
ENSG00000177556,ENSMUSG00000018585,ATOX1,Atox1
ENSG00000206190,ENSMUSG00000025324,ATP10A,Atp10a
ENSG00000118322,ENSMUSG00000055415,ATP10B,Atp10b
ENSG00000145246,ENSMUSG00000046808,ATP10D,Atp10d
ENSG00000068650,ENSMUSG00000031441,ATP11A,Atp11a
ENSG00000058063,ENSMUSG00000037400,ATP11B,Atp11b
ENSG00000101974,ENSMUSG00000062949,ATP11C,Atp11c
ENSG00000075673,ENSMUSG00000022229,ATP12A,Atp12a
ENSG00000105726,ENSMUSG00000031862,ATP13A1,Atp13a1
ENSG00000159363,ENSMUSG00000036622,ATP13A2,Atp13a2
ENSG00000133657,ENSMUSG00000022533,ATP13A3,Atp13a3
ENSG00000127249,ENSMUSG00000038094,ATP13A4,Atp13a4
ENSG00000187527,ENSMUSG00000048939,ATP13A5,Atp13a5
ENSG00000163399,ENSMUSG00000033161,ATP1A1,Atp1a1
ENSG00000018625,ENSMUSG00000007097,ATP1A2,Atp1a2
ENSG00000105409,ENSMUSG00000040907,ATP1A3,Atp1a3
ENSG00000132681,ENSMUSG00000007107,ATP1A4,Atp1a4
ENSG00000143153,ENSMUSG00000026576,ATP1B1,Atp1b1
ENSG00000129244,ENSMUSG00000041329,ATP1B2,Atp1b2
ENSG00000069849,ENSMUSG00000032412,ATP1B3,Atp1b3
ENSG00000101892,ENSMUSG00000016327,ATP1B4,Atp1b4
ENSG00000166896,ENSMUSG00000025436,ATP23,Atp23
ENSG00000196296,ENSMUSG00000030730,ATP2A1,Atp2a1
ENSG00000174437,ENSMUSG00000029467,ATP2A2,Atp2a2
ENSG00000074370,ENSMUSG00000020788,ATP2A3,Atp2a3
ENSG00000070961,ENSMUSG00000019943,ATP2B1,Atp2b1
ENSG00000157087,ENSMUSG00000030302,ATP2B2,Atp2b2
ENSG00000067842,ENSMUSG00000031376,ATP2B3,Atp2b3
ENSG00000058668,ENSMUSG00000026463,ATP2B4,Atp2b4
ENSG00000017260,ENSMUSG00000032570,ATP2C1,Atp2c1
ENSG00000064270,ENSMUSG00000034112,ATP2C2,Atp2c2
ENSG00000105675,ENSMUSG00000005553,ATP4A,Atp4a
ENSG00000186009,ENSMUSG00000031449,ATP4B,Atp4b
ENSG00000152234,ENSMUSG00000025428,ATP5F1A,Atp5f1a
ENSG00000110955,ENSMUSG00000025393,ATP5F1B,Atp5f1b
ENSG00000165629,ENSMUSG00000025781,ATP5F1C,Atp5f1c
ENSG00000099624,ENSMUSG00000003072,ATP5F1D,Atp5f1d
ENSG00000124172,ENSMUSG00000016252,ATP5F1E,Atp5f1e
ENSG00000130770,ENSMUSG00000054428,ATP5IF1,Atp5if1
ENSG00000135390,ENSMUSG00000062683,ATP5MC2,Atp5mc2
ENSG00000154518,ENSMUSG00000018770,ATP5MC3,Atp5mc3
ENSG00000169020,ENSMUSG00000050856,ATP5ME,Atp5me
ENSG00000241468,ENSMUSG00000038690,ATP5MF,Atp5mf
ENSG00000167283,ENSMUSG00000038717,ATP5MG,Atp5mg
ENSG00000249222,ENSMUSG00000038717,ATP5MGL,Atp5mg
ENSG00000156411,ENSMUSG00000021290,ATP5MJ,Atp5mj
ENSG00000173915,ENSMUSG00000071528,ATP5MK,Atp5mk
ENSG00000116459,ENSMUSG00000000563,ATP5PB,Atp5pb
ENSG00000167863,ENSMUSG00000034566,ATP5PD,Atp5pd
ENSG00000154723,ENSMUSG00000022890,ATP5PF,Atp5pf
ENSG00000241837,ENSMUSG00000022956,ATP5PO,Atp5po
ENSG00000071553,ENSMUSG00000019087,ATP6AP1,Atp6ap1
ENSG00000182220,ENSMUSG00000031007,ATP6AP2,Atp6ap2
ENSG00000033627,ENSMUSG00000019302,ATP6V0A1,Atp6v0a1
ENSG00000185344,ENSMUSG00000038023,ATP6V0A2,Atp6v0a2
ENSG00000105929,ENSMUSG00000038600,ATP6V0A4,Atp6v0a4
ENSG00000117410,ENSMUSG00000033379,ATP6V0B,Atp6v0b
ENSG00000185883,ENSMUSG00000024121,ATP6V0C,Atp6v0c
ENSG00000159720,ENSMUSG00000013160,ATP6V0D1,Atp6v0d1
ENSG00000147614,ENSMUSG00000028238,ATP6V0D2,Atp6v0d2
ENSG00000113732,ENSMUSG00000015575,ATP6V0E1,Atp6v0e
ENSG00000171130,ENSMUSG00000039347,ATP6V0E2,Atp6v0e2
ENSG00000114573,ENSMUSG00000052459,ATP6V1A,Atp6v1a
ENSG00000116039,ENSMUSG00000006269,ATP6V1B1,Atp6v1b1
ENSG00000147416,ENSMUSG00000006273,ATP6V1B2,Atp6v1b2
ENSG00000155097,ENSMUSG00000022295,ATP6V1C1,Atp6v1c1
ENSG00000143882,ENSMUSG00000020566,ATP6V1C2,Atp6v1c2
ENSG00000100554,ENSMUSG00000021114,ATP6V1D,Atp6v1d
ENSG00000131100,ENSMUSG00000019210,ATP6V1E1,Atp6v1e1
ENSG00000250565,ENSMUSG00000053375,ATP6V1E2,Atp6v1e2
ENSG00000128524,ENSMUSG00000004285,ATP6V1F,Atp6v1f
ENSG00000136888,ENSMUSG00000039105,ATP6V1G1,Atp6v1g1
ENSG00000213760,ENSMUSG00000024403,ATP6V1G2,Atp6v1g2
ENSG00000151418,ENSMUSG00000026394,ATP6V1G3,Atp6v1g3
ENSG00000047249,ENSMUSG00000033793,ATP6V1H,Atp6v1h
ENSG00000165240,ENSMUSG00000033792,ATP7A,Atp7a
ENSG00000123191,ENSMUSG00000006567,ATP7B,Atp7b
ENSG00000124406,ENSMUSG00000037685,ATP8A1,Atp8a1
ENSG00000132932,ENSMUSG00000021983,ATP8A2,Atp8a2
ENSG00000081923,ENSMUSG00000039529,ATP8B1,Atp8b1
ENSG00000143515,ENSMUSG00000060671,ATP8B2,Atp8b2
ENSG00000130270,ENSMUSG00000003341,ATP8B3,Atp8b3
ENSG00000104043,ENSMUSG00000060131,ATP8B4,Atp8b4
ENSG00000054793,ENSMUSG00000027546,ATP9A,Atp9a
ENSG00000166377,ENSMUSG00000024566,ATP9B,Atp9b
ENSG00000123472,ENSMUSG00000028710,ATPAF1,Atpaf1
ENSG00000171953,ENSMUSG00000042709,ATPAF2,Atpaf2
ENSG00000150756,ENSMUSG00000039065,ATPSCKMT,Atpsckmt
ENSG00000175054,ENSMUSG00000032409,ATR,Atr
ENSG00000138085,ENSMUSG00000013622,ATRAID,Atraid
ENSG00000164053,ENSMUSG00000025646,ATRIP,Atrip
ENSG00000088812,ENSMUSG00000027312,ATRN,Atrn
ENSG00000107518,ENSMUSG00000054843,ATRNL1,Atrnl1
ENSG00000085224,ENSMUSG00000031229,ATRX,Atrx
ENSG00000124788,ENSMUSG00000046876,ATXN1,Atxn1
ENSG00000130638,ENSMUSG00000016541,ATXN10,Atxn10
ENSG00000224470,ENSMUSG00000069895,ATXN1L,Atxn1l
ENSG00000204842,ENSMUSG00000042605,ATXN2,Atxn2
ENSG00000168488,ENSMUSG00000032637,ATXN2L,Atxn2l
ENSG00000066427,ENSMUSG00000021189,ATXN3,Atxn3
ENSG00000123594,ENSMUSG00000021189,ATXN3L,Atxn3
ENSG00000163635,ENSMUSG00000021738,ATXN7,Atxn7
ENSG00000146776,ENSMUSG00000020564,ATXN7L1,Atxn7l1
ENSG00000162650,ENSMUSG00000048997,ATXN7L2,Atxn7l2
ENSG00000087152,ENSMUSG00000059995,ATXN7L3,Atxn7l3
ENSG00000253719,ENSMUSG00000074748,ATXN7L3B,Atxn7l3b
ENSG00000163528,ENSMUSG00000081044,CHCHD4,AU015836
ENSG00000153446,ENSMUSG00000051669,C16orf89,AU021092
ENSG00000164008,ENSMUSG00000078584,C1orf50,AU022252
ENSG00000142687,ENSMUSG00000028830,KIAA0319L,AU040320
ENSG00000148090,ENSMUSG00000021460,AUH,Auh
ENSG00000127423,ENSMUSG00000078521,AUNIP,Aunip
ENSG00000115307,ENSMUSG00000068328,AUP1,Aup1
ENSG00000087586,ENSMUSG00000027496,AURKA,Aurka
ENSG00000175756,ENSMUSG00000065990,AURKAIP1,Aurkaip1
ENSG00000178999,ENSMUSG00000020897,AURKB,Aurkb
ENSG00000105146,ENSMUSG00000070837,AURKC,Aurkc
ENSG00000158321,ENSMUSG00000029673,AUTS2,Auts2
ENSG00000169857,ENSMUSG00000003604,AVEN,Aven
ENSG00000135407,ENSMUSG00000025432,AVIL,Avil
ENSG00000105778,ENSMUSG00000029787,AVL9,Avl9
ENSG00000101200,ENSMUSG00000037727,AVP,Avp
ENSG00000119986,ENSMUSG00000018821,AVPI1,Avpi1
ENSG00000166148,ENSMUSG00000020123,AVPR1A,Avpr1a
ENSG00000198049,ENSMUSG00000026432,AVPR1B,Avpr1b
ENSG00000126895,ENSMUSG00000031390,AVPR2,Avpr2
ENSG00000136197,ENSMUSG00000039182,C7orf25,AW209491
ENSG00000110002,ENSMUSG00000038112,VWA5A,AW551984
ENSG00000150477,ENSMUSG00000033632,KIAA1328,AW554918
ENSG00000204195,ENSMUSG00000015665,AWAT1,Awat1
ENSG00000147160,ENSMUSG00000031220,AWAT2,Awat2
ENSG00000162779,ENSMUSG00000026601,AXDND1,Axdnd1
ENSG00000103126,ENSMUSG00000024182,AXIN1,Axin1
ENSG00000168646,ENSMUSG00000000142,AXIN2,Axin2
ENSG00000167601,ENSMUSG00000002602,AXL,Axl
ENSG00000206047,ENSMUSG00000079120,DEFA1,AY761185
ENSG00000240247,ENSMUSG00000079120,DEFA1B,AY761185
ENSG00000239839,ENSMUSG00000079120,DEFA3,AY761185
ENSG00000164821,ENSMUSG00000079120,DEFA4,AY761185
ENSG00000164816,ENSMUSG00000079120,DEFA5,AY761185
ENSG00000164822,ENSMUSG00000079120,DEFA6,AY761185
ENSG00000160862,ENSMUSG00000037053,AZGP1,Azgp1
ENSG00000163512,ENSMUSG00000039285,AZI2,Azi2
ENSG00000155096,ENSMUSG00000037458,AZIN1,Azin1
ENSG00000142920,ENSMUSG00000028789,AZIN2,Azin2
ENSG00000196456,ENSMUSG00000101303,ZNF775,B020011L13Rik
ENSG00000181904,ENSMUSG00000045767,C5orf24,B230219D22Rik
ENSG00000166710,ENSMUSG00000060802,B2M,B2m
ENSG00000169255,ENSMUSG00000043300,B3GALNT1,B3galnt1
ENSG00000162885,ENSMUSG00000039242,B3GALNT2,B3galnt2
ENSG00000172318,ENSMUSG00000034780,B3GALT1,B3galt1
